𤭢	〔亠瓦ww〕
挲	〔氵手du〕
潵	〔氵攵dw〕
脎	〔⺼木om〕
赛	〔宀贝bb〕
塞	〔宀土bt〕
腮	〔⺼心ox〕
噻	〔口土kt〕
鳃	〔鱼心yx〕
三	〔一二ae〕
散	〔卄攵cw〕
伞	〔𠆢{伞下}ru〕
叁	〔厶三ss〕
馓	〔饣攵uw〕
毵	〔厶毛sm〕
糁	〔米彡mp〕
丧	〔土{𧘇-丿}ty〕
桑	〔又木ym〕
嗓	〔口木km〕
搡	〔扌木fm〕
颡	〔又页yy〕
磉	〔石木um〕
扫	〔扌彐fe〕
骚	〔马虫mi〕
嫂	〔女又ny〕
搔	〔扌虫fi〕
臊	〔⺼木om〕
瘙	〔疒虫bi〕
缫	〔纟果sg〕
埽	〔土巾tj〕
溞	〔氵虫di〕
色	〔⺈巴db〕
瑟	〔𤣩必wb〕
涩	〔氵止dv〕
啬	〔土口tk〕
穑	〔禾口hk〕
铯	〔钅巴jb〕
璱	〔𤣩必wb〕
森	〔木木mm〕
僧	〔亻日ro〕
啥	〔口古kg〕
傻	〔亻夊rw〕
杀	〔㐅木xm〕
莎	〔艹少cu〕
煞	〔⺈灬dh〕
纱	〔纟少su〕
沙	〔氵少du〕
厦	〔厂夂iw〕
霎	〔雨女yn〕
砂	〔石少uu〕
鲨	〔氵鱼dy〕
裟	〔氵衣dy〕
铩	〔钅木jm〕
嗄	〔口夂kw〕
歃	〔千欠qq〕
痧	〔疒少bu〕
唼	〔口女kn〕
杉	〔木彡mp〕
晒	〔日西ox〕
筛	〔竹巾vj〕
山	〔凵丨kl〕
删	〔册刂cd〕
闪	〔门人mr〕
善	〔羊口yk〕
扇	〔户习hx〕
衫	〔衤彡pp〕
珊	〔𤣩册wc〕
擅	〔扌旦fd〕
姗	〔女册nc〕
讪	〔讠山yu〕
陕	〔⻖夹ej〕
煽	〔火习hx〕
膳	〔⺼口ok〕
跚	〔𧾷册zc〕
潸	〔氵⺝do〕
缮	〔纟口sk〕
汕	〔氵山du〕
赡	〔贝口bk〕
鳝	〔鱼口yk〕
舢	〔舟山vu〕
苫	〔艹占cv〕
嬗	〔女旦nd〕
鄯	〔羊⻏ye〕
骟	〔马习mx〕
蟮	〔虫口ik〕
墡	〔土口tk〕
剡	〔火刂hd〕
疝	〔疒山bu〕
芟	〔艹殳cu〕
埏	〔土正tv〕
钐	〔钅彡jp〕
嶦	〔山口uk〕
晱	〔日火oh〕
栅	〔木册mc〕
烻	〔火正hv〕
𫮃	〔土十tu〕
上	〔⺊一ba〕
伤	〔亻力rl〕
商	〔亠口wk〕
尚	〔⺌口xk〕
赏	〔龸贝xb〕
晌	〔日口ok〕
殇	〔歹丿dp〕
觞	〔⺈丿dp〕
熵	〔火口hk〕
墒	〔土口tk〕
绱	〔纟口sk〕
垧	〔土口tk〕
少	〔小丿xp〕
烧	〔火兀hw〕
稍	〔禾⺝ho〕
绍	〔纟口sk〕
哨	〔口⺝ko〕
邵	〔刀⻏de〕
勺	〔勹丶bd〕
梢	〔木⺝mo〕
韶	〔立口lk〕
劭	〔刀力dl〕
捎	〔扌⺝fo〕
芍	〔艹勺cu〕
苕	〔艹口ck〕
艄	〔舟⺝vo〕
筲	〔竹⺝vo〕
潲	〔氵⺝do〕
蛸	〔虫⺝io〕
睄	〔目⺝oo〕
召	〔刀口dk〕
柖	〔木口mk〕
玿	〔𤣩口wk〕
射	〔身寸uc〕
设	〔讠殳yu〕
舍	〔𠆢古rg〕
蛇	〔虫匕ib〕
舌	〔千口qk〕
涉	〔氵𣥂du〕
摄	〔扌又fy〕
社	〔礻土pt〕
奢	〔大日do〕
慑	〔忄又xy〕
赦	〔赤攵iw〕
折	〔扌斤fj〕
佘	〔𠆢示ru〕
麝	〔鹿寸lc〕
赊	〔贝示bu〕
畲	〔𠆢田rt〕
猞	〔犭古qg〕
歙	〔𠆢欠rq〕
滠	〔氵又dy〕
厍	〔厂车ii〕
拾	〔扌口fk〕
𪨶	〔山车ui〕
谁	〔讠{隹右}yv〕
神	〔礻申pu〕
深	〔氵木dm〕
身	〔自才zc〕
甚	〔卄八cb〕
什	〔亻十ru〕
伸	〔亻申ru〕
沈	〔氵儿de〕
审	〔宀申bu〕
申	〔田丨tl〕
慎	〔忄八xb〕
呻	〔口申ku〕
渗	〔氵彡dp〕
婶	〔女申nu〕
绅	〔纟申su〕
肾	〔丨⺝lo〕
莘	〔艹辛cx〕
珅	〔𤣩申wu〕
蜃	〔辰虫ii〕
哂	〔口西kx〕
娠	〔女辰ni〕
燊	〔火木hm〕
瘆	〔疒彡bp〕
椹	〔木八mb〕
砷	〔石申uu〕
诜	〔讠儿ye〕
甡	〔生生uu〕
谂	〔讠心yx〕
矧	〔矢丨ul〕
胂	〔⺼申ou〕
侁	〔亻儿re〕
瞫	〔目十ou〕
鲹	〔鱼彡yp〕
屾	〔山山uu〕
𬬹	〔钅申ju〕
𬳽	〔马儿me〕
生	〔丿龶pf〕
声	〔士𠃜tu〕
圣	〔又土yt〕
胜	〔⺼生ou〕
升	〔丿廾pc〕
省	〔少目uo〕
剩	〔千刂qd〕
绳	〔纟电sd〕
牲	〔牜生nu〕
笙	〔竹生vu〕
甥	〔生力ul〕
昇	〔日廾oc〕
嵊	〔山人ur〕
眚	〔生目uo〕
陞	〔⻖土et〕
是	〔日龰oz〕
时	〔日寸oc〕
事	〔古{肀亅}gy〕
实	〔宀⺀bd〕
十	〔一丨al〕
师	〔リ巾lj〕
使	〔亻吏rl〕
屎	〔尸米um〕
世	〔廿𠃊cv〕
始	〔女口nk〕
失	〔丿夫pf〕
士	〔十一ua〕
湿	〔氵业dy〕
识	〔讠只yv〕
视	〔礻见pj〕
势	〔扌力fl〕
市	〔亠巾wj〕
室	〔宀土bt〕
式	〔弋工yg〕
示	〔二小ex〕
试	〔讠工yg〕
史	〔口乀kn〕
食	〔𠆢艮rg〕
施	〔方也fy〕
适	〔辶舌zu〕
释	〔釆𰀁cf〕
诗	〔讠寸yc〕
尸	〔𠃍丿vp〕
氏	〔丿乚pv〕
侍	〔亻寸rc〕
饰	〔饣巾uj〕
誓	〔扌口fk〕
驶	〔马史mu〕
逝	〔辶斤zj〕
狮	〔犭巾qj〕
噬	〔口人kr〕
仕	〔亻士rt〕
矢	〔𠂉大pd〕
拭	〔扌工fg〕
嗜	〔口日ko〕
似	〔亻人rr〕
蚀	〔饣虫ui〕
恃	〔忄寸xc〕
柿	〔木巾mj〕
弑	〔㐅工xg〕
轼	〔车工ig〕
虱	〔⺄虫vi〕
谥	〔讠皿ym〕
舐	〔舌氏uu〕
媞	〔女龰nz〕
豕	〔一𧰨au〕
莳	〔艹寸cc〕
筮	〔竹人vr〕
蓍	〔艹日co〕
螫	〔赤虫ii〕
炻	〔火石hu〕
鲥	〔鱼寸yc〕
奭	〔大百db〕
湜	〔氵龰dz〕
埘	〔土寸tc〕
酾	〔酉丶yd〕
祏	〔礻石pu〕
栻	〔木工mg〕
贳	〔世贝ub〕
铈	〔钅巾jj〕
鲺	〔鱼虫yi〕
鼫	〔臼石ju〕
邿	〔土⻏te〕
鸤	〔尸鸟un〕
嘘	〔口业ky〕
峙	〔山寸uc〕
殖	〔歹{具-八}dq〕
浉	〔氵巾dj〕
襫	〔衤百pb〕
䏡	〔⺼示ou〕
䴓	〔帀鸟bn〕
𫚕	〔鱼巾yj〕
𬤊	〔讠龰yz〕
手	〔丿于py〕
受	〔爫又vy〕
收	〔丩攵jw〕
首	〔丷自bz〕
守	〔宀寸bc〕
熟	〔亠灬wh〕
兽	〔丷口bk〕
授	〔扌又fy〕
瘦	〔疒又by〕
售	〔亻口rk〕
寿	〔{寿上丰}寸fc〕
狩	〔犭寸qc〕
绶	〔纟又sy〕
艏	〔舟自vz〕
书	〔𠃍丶vd〕
数	〔米攵mw〕
术	〔木丶md〕
树	〔木寸mc〕
属	〔尸禹uy〕
叔	〔上又uy〕
束	〔古人gr〕
舒	〔𠆢予ry〕
输	〔车刂id〕
述	〔辶术zu〕
殊	〔歹未dw〕
鼠	〔臼{鼠下}jv〕
疏	〔⺪𫶧vi〕
淑	〔氵又dy〕
竖	〔丨立ll〕
署	〔罒日so〕
墅	〔里土lt〕
梳	〔木𫶧mi〕
蜀	〔⺫虫si〕
恕	〔女心nx〕
倏	〔亻犬rq〕
暑	〔日日oo〕
庶	〔广灬gh〕
漱	〔氵欠dq〕
赎	〔贝⺀bd〕
姝	〔女未nw〕
枢	〔木区mq〕
蔬	〔艹𫶧ci〕
薯	〔艹日co〕
曙	〔日日oo〕
抒	〔扌予fy〕
孰	〔亠丸ww〕
戍	〔戊丶wd〕
塾	〔亠土wt〕
纾	〔纟予sy〕
澍	〔氵寸dc〕
黍	〔禾氺hu〕
沭	〔氵术du〕
秫	〔禾术hu〕
殳	〔几又jy〕
菽	〔艹又cy〕
腧	〔⺼刂od〕
毹	〔𠆢毛rm〕
摅	〔扌心fx〕
婌	〔女又ny〕
鄃	〔𠆢⻏re〕
隃	〔⻖刂ed〕
陎	〔⻖未ew〕
𬬸	〔钅术ju〕
刷	〔尸刂ud〕
耍	〔而女en〕
唰	〔口刂kd〕
帅	〔リ巾lj〕
摔	〔扌十fu〕
甩	〔用乚yv〕
衰	〔衣{⿻口一}yv〕
蟀	〔虫十iu〕
栓	〔木王mw〕
拴	〔扌王fw〕
涮	〔氵刂dd〕
闩	〔门一ma〕
腨	〔⺼而oe〕
双	〔又又yy〕
爽	〔大乂dx〕
霜	〔雨目yo〕
孀	〔女目no〕
鹴	〔雨鸟yn〕
骦	〔马目mo〕
礵	〔石目uo〕
水	〔丨ㄟln〕
睡	〔目士ot〕
税	〔禾兄hx〕
帨	〔巾兄jx〕
说	〔讠兄yx〕
顺	〔川页iy〕
瞬	〔目㐄of〕
吮	〔口允ky〕
舜	〔爫㐄vf〕
楯	〔木目mo〕
烁	〔火乐hl〕
硕	〔石页uy〕
朔	〔屰月no〕
铄	〔钅乐jl〕
槊	〔屰木nm〕
搠	〔扌月fo〕
妁	〔女勺nu〕
蒴	〔艹月co〕
死	〔歹匕db〕
四	〔囗儿ke〕
思	〔田心tx〕
斯	〔卄斤cj〕
司	〔𠃌口vk〕
丝	〔{纟上}一sa〕
私	〔禾厶hs〕
寺	〔土寸tc〕
撕	〔扌斤fj〕
肆	〔E聿ey〕
嘶	〔口斤kj〕
厮	〔厂斤ij〕
祀	〔礻巳ps〕
嗣	〔口口kk〕
饲	〔饣口uk〕
巳	〔コ乚kv〕
泗	〔氵四ds〕
咝	〔口丝ks〕
姒	〔女人nr〕
汜	〔氵巳ds〕
驷	〔马四ms〕
鸶	〔{纟上}鸟sn〕
兕	〔凹儿ae〕
涘	〔氵矢du〕
缌	〔纟心sx〕
蛳	〔虫巾ij〕
澌	〔氵斤dj〕
锶	〔钅心jx〕
笥	〔竹口vk〕
耜	〔耒㠯ll〕
飔	〔风心fx〕
凘	〔冫斤dj〕
虒	〔𠂆几ij〕
㟃	〔山口uk〕
楒	〔木心mx〕
送	〔辶天zt〕
松	〔木公mg〕
宋	〔宀木bm〕
耸	〔人耳re〕
诵	〔讠用yy〕
怂	〔人心rx〕
𪨊	〔尸人ur〕
颂	〔公页gy〕
嵩	〔山口uk〕
悚	〔忄束xu〕
讼	〔讠公yg〕
忪	〔忄公xg〕
淞	〔氵公dg〕
崧	〔山公ug〕
竦	〔立束lu〕
凇	〔冫公dg〕
菘	〔艹公cg〕
娀	〔女十nu〕
㧐	〔扌又fy〕
搜	〔扌又fy〕
艘	〔舟又vy〕
嗽	〔口欠kq〕
嗖	〔口又ky〕
叟	〔𦥔又jy〕
飕	〔风又fy〕
擞	〔扌攵fw〕
馊	〔饣又uy〕
薮	〔艹攵cw〕
廋	〔广又gy〕
溲	〔氵又dy〕
嗾	〔口矢ku〕
锼	〔钅又jy〕
瞍	〔目又oy〕
蒐	〔艹鬼cg〕
螋	〔虫又iy〕
诉	〔讠斥yi〕
速	〔辶束zu〕
苏	〔艹办cb〕
素	〔龶糸fx〕
宿	〔宀百bb〕
俗	〔亻谷rg〕
肃	〔肀八yb〕
塑	〔屰土nt〕
酥	〔酉禾yh〕
簌	〔竹欠vq〕
粟	〔覀米xm〕
稣	〔鱼禾yh〕
溯	〔氵月do〕
愫	〔忄糸xx〕
夙	〔几歹jd〕
谡	〔讠夂yw〕
窣	〔宀十bu〕
蔌	〔艹欠cq〕
涑	〔氵束du〕
嗉	〔口糸kx〕
僳	〔亻米rm〕
觫	〔⺈束du〕
骕	〔马八mb〕
甦	〔更生gu〕
鹔	〔肀鸟yn〕
傃	〔亻糸rx〕
蹜	〔𧾷百zb〕
缩	〔纟百sb〕
𫗧	〔饣束uu〕
算	〔竹廾vc〕
酸	〔酉夂yw〕
蒜	〔艹示cu〕
狻	〔犭夂qw〕
虽	〔口虫ki〕
随	〔⻖月eo〕
岁	〔山夕ux〕
碎	〔石十uu〕
遂	〔辶豕zu〕
隋	〔⻖月eo〕
髓	〔冎月go〕
祟	〔出示iu〕
穗	〔禾心hx〕
邃	〔辶豕zu〕
隧	〔⻖豕eu〕
绥	〔纟女sn〕
燧	〔火豕hu〕
睢	〔目{隹右}ov〕
眭	〔目土ot〕
荽	〔艹女cn〕
谇	〔讠十yu〕
濉	〔氵{隹右}dv〕
穟	〔禾豕hu〕
璲	〔𤣩豕wu〕
襚	〔衤豕pu〕
旞	〔方豕fu〕
𫟦	〔车豕iu〕
𬭼	〔钅豕ju〕
孙	〔子小zx〕
损	〔扌贝fb〕
笋	〔竹尹vy〕
隼	〔亻十ru〕
荪	〔艹小cx〕
狲	〔犭小qx〕
榫	〔木十mu〕
飧	〔夕艮xg〕
所	〔戶斤hj〕
索	〔十糸ux〕
锁	〔钅贝jb〕
嗦	〔口糸kx〕
梭	〔木夂mw〕
琐	〔𤣩贝wb〕
唆	〔口夂kw〕
娑	〔氵女dn〕
蓑	〔艹{⿻口一}cv〕
桫	〔木少mu〕
唢	〔口贝kb〕
睃	〔目夂ow〕
嗍	〔口月ko〕
羧	〔羊夂yw〕
溹	〔氵糸dx〕
他	〔亻也ry〕
她	〔女也ny〕
它	〔宀匕bb〕
塔	〔土口tk〕
踏	〔𧾷日zo〕
拓	〔扌石fu〕
塌	〔土习tx〕
榻	〔木习mx〕
蹋	〔𧾷习zx〕
遢	〔辶习zx〕
挞	〔扌大fd〕
趿	〔𧾷及zj〕
獭	〔犭贝qb〕
祂	〔礻也py〕
闼	〔门大md〕
鳎	〔鱼习yx〕
铊	〔钅匕jb〕
溻	〔氵习dx〕
阘	〔门习mx〕
褟	〔衤习px〕
鞳	〔革口gk〕
太	〔大丶dd〕
台	〔厶口sk〕
态	〔太心tx〕
抬	〔扌口fk〕
泰	〔𡗗氺iu〕
胎	〔⺼口ok〕
汰	〔氵太dt〕
苔	〔艹口ck〕
跆	〔𧾷口zk〕
钛	〔钅太jt〕
邰	〔厶⻏se〕
薹	〔艹土ct〕
肽	〔⺼太ot〕
炱	〔厶火sh〕
酞	〔酉太yt〕
鲐	〔鱼口yk〕
谈	〔讠火yh〕
叹	〔口又ky〕
探	〔扌木fm〕
坦	〔土旦td〕
贪	〔𠆢贝rb〕
坛	〔土云ty〕
摊	〔扌{隹右}fv〕
滩	〔氵{隹右}dv〕
谭	〔讠十yu〕
潭	〔氵十du〕
瘫	〔疒{隹右}bv〕
毯	〔毛火mh〕
炭	〔山火uh〕
忐	〔上心ux〕
檀	〔木旦md〕
痰	〔疒火bh〕
碳	〔石火uh〕
袒	〔衤旦pd〕
昙	〔日云oy〕
坍	〔土丹td〕
郯	〔火⻏he〕
倓	〔亻火rh〕
锬	〔钅火jh〕
钽	〔钅旦jd〕
璮	〔𤣩旦wd〕
惔	〔忄火xh〕
菼	〔艹火ch〕
榃	〔木田mt〕
磹	〔石十uu〕
躺	〔身口uk〕
汤	〔氵丿dp〕
糖	〔米口mk〕
趟	〔土口tk〕
烫	〔氵火dh〕
堂	〔龸土xt〕
唐	〔广口gk〕
膛	〔⺼土ot〕
倘	〔亻口rk〕
淌	〔氵口dk〕
棠	〔龸木xm〕
塘	〔土口tk〕
搪	〔扌口fk〕
螳	〔虫土it〕
傥	〔亻兄rx〕
瑭	〔𤣩口wk〕
镗	〔钅土jt〕
帑	〔女巾nj〕
樘	〔木土mt〕
蹚	〔𧾷土zt〕
嘡	〔口土kt〕
溏	〔氵口dk〕
螗	〔虫口ik〕
羰	〔羊火yh〕
镋	〔钅兄jx〕
耥	〔耒口lk〕
埫	〔土口tk〕
铴	〔钅丿jp〕
䣘	〔龸⻏xe〕
鄌	〔广⻏ge〕
套	〔大厶ds〕
逃	〔辶兆zv〕
讨	〔讠寸yc〕
桃	〔木兆mv〕
涛	〔氵寸dc〕
掏	〔扌缶ff〕
陶	〔⻖缶ef〕
滔	〔氵臼dj〕
萄	〔艹缶cf〕
淘	〔氵缶df〕
韬	〔韦臼wj〕
焘	〔{寿上丰}灬fh〕
啕	〔口缶kf〕
饕	〔口艮kg〕
绦	〔纟木sm〕
洮	〔氵兆dv〕
梼	〔木寸mc〕
绹	〔纟缶sf〕
弢	〔弓又gy〕
鼗	〔兆支vv〕
慆	〔忄臼xj〕
𫘦	〔马缶mf〕
特	〔牜寸nc〕
忑	〔下心xx〕
慝	〔匚心kx〕
铽	〔钅心jx〕
忒	〔弋心yx〕
疼	〔疒冬bd〕
腾	〔月马om〕
藤	〔艹氺cu〕
滕	〔月氺ou〕
誊	〔龹口jk〕
螣	〔月虫oi〕
縢	〔月糸ox〕
熥	〔火用hy〕
䲢	〔月鱼oy〕
题	〔日页oy〕
体	〔亻本rb〕
替	〔夫曰fo〕
踢	〔𧾷勿zw〕
梯	〔木𢎨md〕
蹄	〔𧾷巾zj〕
惕	〔忄勿xw〕
涕	〔氵𢎨dd〕
啼	〔口巾kj〕
剔	〔日刂od〕
屉	〔尸世uu〕
剃	〔丷刂bd〕
嚏	〔口疋kz〕
倜	〔亻口rk〕
缇	〔纟龰sz〕
逖	〔辶火zh〕
荑	〔艹夷cy〕
醍	〔酉龰yz〕
悌	〔忄𢎨xd〕
鹈	〔丷鸟bn〕
绨	〔纟𢎨sd〕
锑	〔钅𢎨jd〕
裼	〔衤勿pw〕
趯	〔土{隹右}tv〕
遆	〔辶巾zj〕
鳀	〔鱼龰yz〕
擿	〔扌古fg〕
䏲	〔⺼𢎨od〕
䴘	〔𠂆鸟in〕
瑅	〔𤣩龰wz〕
𫘨	〔马龰mz〕
天	〔一大ad〕
田	〔囗十ku〕
甜	〔舌甘ug〕
添	〔氵⺗dx〕
填	〔土八tb〕
舔	〔舌⺗ux〕
恬	〔忄舌xu〕
腆	〔⺼八ob〕
阗	〔门八mb〕
殄	〔歹彡dp〕
忝	〔天⺗tx〕
湉	〔氵舌du〕
畋	〔田攵tw〕
觍	〔{曲-一}见qj〕
瑱	〔𤣩八wb〕
掭	〔扌⺗fx〕
盷	〔目匀oy〕
淟	〔氵八db〕
晪	〔日八ob〕
沺	〔氵田dt〕
黇	〔黄占hv〕
条	〔夂木wm〕
跳	〔𧾷兆zv〕
挑	〔扌兆fv〕
眺	〔目兆ov〕
迢	〔辶口zk〕
窕	〔宀兆bv〕
佻	〔亻兆rv〕
笤	〔竹口vk〕
祧	〔礻兆pv〕
髫	〔E口ek〕
粜	〔出米im〕
龆	〔止口vk〕
蜩	〔虫口ik〕
鲦	〔鱼木ym〕
朓	〔月兆ov〕
嬥	〔女{隹右}nv〕
铁	〔钅夫jf〕
贴	〔贝占bv〕
帖	〔巾占jv〕
餮	〔歹艮dg〕
萜	〔艹占cv〕
听	〔口斤kj〕
停	〔亻丁rd〕
厅	〔厂丁id〕
挺	〔扌土ft〕
庭	〔广土gt〕
廷	〔廴土zt〕
婷	〔女丁nd〕
亭	〔亠丁wd〕
艇	〔舟土vt〕
霆	〔雨土yt〕
汀	〔氵丁dd〕
蜓	〔虫土it〕
铤	〔钅土jt〕
葶	〔艹丁cd〕
莛	〔艹土ct〕
珽	〔𤣩土wt〕
梃	〔木土mt〕
烃	〔火𢀖hj〕
渟	〔氵丁dd〕
颋	〔廴页zy〕
桯	〔木王mw〕
侹	〔亻土rt〕
䗴	〔虫土it〕
圢	〔土丁td〕
烶	〔火土ht〕
𬘩	〔纟土st〕
同	〔冂口kk〕
通	〔辶用zy〕
痛	〔疒用by〕
统	〔纟允sy〕
童	〔立里ll〕
铜	〔钅口jk〕
筒	〔竹口vk〕
桶	〔木用my〕
捅	〔扌用fy〕
瞳	〔目里ol〕
桐	〔木口mk〕
佟	〔亻冬rd〕
彤	〔丹彡dp〕
恸	〔忄力xl〕
潼	〔氵里dl〕
嗵	〔口用ky〕
僮	〔亻里rl〕
酮	〔酉口yk〕
仝	〔𠆢工rg〕
茼	〔艹口ck〕
曈	〔日里ol〕
砼	〔石工ug〕
烔	〔火口hk〕
橦	〔木里ml〕
哃	〔口口kk〕
穜	〔禾里hl〕
鲖	〔鱼口yk〕
㛚	〔女用ny〕
峂	〔山冬ud〕
𦒍	〔立习lx〕
𫍣	〔讠口yk〕
头	〔大⺀dd〕
投	〔扌殳fu〕
偷	〔亻刂rd〕
透	〔辶乃zn〕
骰	〔冎殳gu〕
突	〔宀犬bq〕
图	〔囗冬kd〕
土	〔十一ua〕
徒	〔彳龰rz〕
吐	〔口土kt〕
途	〔辶朩zm〕
涂	〔氵朩dm〕
屠	〔尸日uo〕
兔	〔⺈丶dd〕
秃	〔禾几hj〕
凸	〔丨一la〕
荼	〔艹朩cm〕
菟	〔艹兔ct〕
钍	〔钅土jt〕
堍	〔土兔tt〕
酴	〔酉朩ym〕
稌	〔禾朩hm〕
腯	〔⺼目oo〕
葖	〔艹犬cq〕
梌	〔木朩mm〕
㻬	〔𤣩丂wk〕
𬳿	〔马朩mm〕
团	〔囗才kc〕
湍	〔氵而de〕
抟	〔扌专fv〕
彖	〔彑𧰨hu〕
疃	〔田里tl〕
猯	〔犭而qe〕
煓	〔火而he〕
推	〔扌{隹右}fv〕
退	〔辶艮zg〕
腿	〔⺼艮og〕
颓	〔禾页hy〕
褪	〔衤艮pg〕
蜕	〔虫兄ix〕
煺	〔火艮hg〕
魋	〔鬼{隹右}gv〕
𬯎	〔⻖贝eb〕
吞	〔天口tk〕
屯	〔一乚av〕
臀	〔尸⺝uo〕
豚	〔⺼豕ou〕
饨	〔饣屯ut〕
暾	〔日攵ow〕
鲀	〔鱼屯yt〕
坉	〔土屯tt〕
忳	〔忄屯xt〕
焞	〔火子hz〕
拖	〔扌也fy〕
脱	〔⺼兄ox〕
托	〔扌七fq〕
妥	〔爫女vn〕
陀	〔⻖匕eb〕
驼	〔马匕mb〕
唾	〔口士kt〕
佗	〔亻匕rb〕
椭	〔木月mo〕
坨	〔土匕tb〕
沱	〔氵匕db〕
砣	〔石匕ub〕
鸵	〔{鸟减一}匕nb〕
跎	〔𧾷匕zb〕
柁	〔木匕mb〕
酡	〔酉匕yb〕
橐	〔𰀉木gm〕
柝	〔木斥mi〕
侂	〔亻七rq〕
鼍	〔口电kd〕
庹	〔广尺gi〕
箨	〔竹𰀁vf〕
萚	〔艹𰀁cf〕
圫	〔土七tq〕
𬶍	〔鱼匕yb〕
哇	〔口土kt〕
瓦	〔一丶ad〕
娃	〔女土nt〕
挖	〔扌乙fv〕
袜	〔衤末pw〕
蛙	〔虫土it〕
娲	〔女内nn〕
洼	〔氵土dt〕
佤	〔亻瓦rw〕
窊	〔宀瓜bg〕
腽	〔⺼皿om〕
坬	〔土瓜tg〕
畖	〔田瓜tg〕
外	〔夕卜xb〕
歪	〔不正bv〕
崴	〔山女un〕
完	〔宀元by〕
晚	〔日儿oe〕
玩	〔𤣩元wy〕
弯	〔亠弓wg〕
碗	〔石㔾uv〕
湾	〔氵弓dg〕
婉	〔女㔾nv〕
挽	〔扌儿fe〕
腕	〔⺼㔾ov〕
宛	〔宀㔾bv〕
顽	〔元页yy〕
丸	〔力丶ld〕
卍	〔㇅丨vl〕
惋	〔忄㔾xv〕
蜿	〔虫㔾iv〕
琬	〔𤣩㔾wv〕
纨	〔纟丸sw〕
婠	〔女㠯nl〕
皖	〔白元by〕
绾	〔纟㠯sl〕
剜	〔宀刂bd〕
菀	〔艹㔾cv〕
豌	〔豆㔾dv〕
畹	〔田㔾tv〕
烷	〔火元hy〕
脘	〔⺼元oy〕
芄	〔艹丸cw〕
塆	〔土弓tg〕
椀	〔木㔾mv〕
𬇕	〔氵万dw〕
王	〔一土at〕
望	〔亡王ww〕
往	〔彳主rv〕
忘	〔亡心wx〕
网	〔冂乂kx〕
亡	〔亠𠃊wv〕
汪	〔氵王dw〕
妄	〔亡女wn〕
旺	〔日王ow〕
枉	〔木王mw〕
惘	〔忄亡xw〕
罔	〔冂亡kw〕
魍	〔鬼亡gw〕
尢	〔𠂇乚uv〕
辋	〔车亡iw〕
尪	〔尢王yw〕
为	〔力丶ld〕
位	〔亻立rl〕
微	〔彳几rj〕
未	〔一木am〕
围	〔囗韦kw〕
卫	〔𰆊一ea〕
威	〔戊女wn〕
味	〔口未kw〕
维	〔纟{隹右}sv〕
危	〔⺈㔾dv〕
委	〔禾女hn〕
伟	〔亻韦rw〕
谓	〔讠⺝yo〕
唯	〔口{隹右}kv〕
慰	〔尸心ux〕
尾	〔尸毛um〕
喂	〔口{𧘇-丿}ky〕
魏	〔禾鬼hg〕
薇	〔艹几cj〕
惟	〔忄{隹右}xv〕
违	〔⻌韦zw〕
韦	〔丰𠃌fv〕
畏	〔田{𧘇-丿}ty〕
伪	〔亻为rw〕
尉	〔尸寸uc〕
胃	〔田⺝to〕
巍	〔山鬼ug〕
蔚	〔艹寸cc〕
偎	〔亻{𧘇-丿}ry〕
萎	〔艹女cn〕
苇	〔艹韦cw〕
炜	〔火韦hw〕
玮	〔𤣩韦ww〕
猥	〔犭{𧘇-丿}qy〕
娓	〔女毛nm〕
帷	〔巾{隹右}jv〕
纬	〔纟韦sw〕
渭	〔氵⺝do〕
桅	〔木㔾mv〕
嵬	〔山鬼ug〕
猬	〔犭⺝qo〕
隗	〔⻖鬼eg〕
葳	〔艹女cn〕
痿	〔疒女bn〕
闱	〔门韦mw〕
煨	〔火{𧘇-丿}hy〕
诿	〔讠女yn〕
韪	〔日韦ow〕
逶	〔辶女zn〕
帏	〔巾韦jw〕
圩	〔土于ty〕
潍	〔氵{隹右}dv〕
溦	〔氵几dj〕
鲔	〔鱼月yo〕
艉	〔舟毛vm〕
隈	〔⻖{𧘇-丿}ey〕
洧	〔氵月do〕
沩	〔氵为dw〕
廆	〔广鬼gg〕
霨	〔雨寸yc〕
涠	〔氵韦dw〕
亹	〔亠且wq〕
碨	〔石{𧘇-丿}uy〕
煟	〔火⺝ho〕
琟	〔𤣩{隹右}wv〕
硙	〔石己uj〕
薳	〔艹𧘇cy〕
峗	〔山㔾uv〕
洈	〔氵㔾dv〕
螱	〔尸虫ui〕
鳂	〔鱼{𧘇-丿}yy〕
鳚	〔鱼寸yc〕
𣲗	〔氵韦dw〕
𫇭	〔艹为cw〕
𬀩	〔日韦ow〕
𬱟	〔⺈页dy〕
𬶏	〔鱼㔾yv〕
问	〔门口mk〕
文	〔亠乂wx〕
温	〔氵皿dm〕
闻	〔门耳me〕
稳	〔禾心hx〕
吻	〔口勿kw〕
纹	〔纟文sw〕
雯	〔雨文yw〕
蚊	〔虫文iw〕
芠	〔艹文cw〕
瘟	〔疒皿bm〕
紊	〔文糸wx〕
汶	〔氵文dw〕
玟	〔𤣩文ww〕
刎	〔勿刂wd〕
炆	〔火文hw〕
璺	〔𦥑玉jy〕
阌	〔门又my〕
辒	〔车皿im〕
榅	〔木皿mm〕
蕰	〔艹皿cm〕
鳁	〔鱼皿ym〕
𫘜	〔马文mw〕
翁	〔公习gx〕
嗡	〔口习kx〕
