𠼞	alhy
踘	jazj
躹	jauj
锔	jajj
陱	jaej
雎	javq
鞠	jagm
鞫	jagy
駒	jamj
驹	jamj
鮈	jayj
鴡	janq
鶋	janj
苴	jacq
苴	iucq
𡕖	jmwf
𡕖	ffwf
句	jhpk
句	gxpk
枸	jmmj
枸	gzmj
拘	jafj
拘	gxfj
袓	jhyq
袓	jkyq
𪀏	jhnj
𪀏	jznj
𦥑	jlpx
𦥑	jmpx
据	jhfj
据	jafj
據	jhfu
據	jafu
鋸	jhjj
鋸	jajj
沮	jmdq
沮	jhdq
鋦	jajj
鋦	jljj
岨	jauq
岨	jmuq
跙	jazq
跙	jhzq
跙	qqzq
䈮	jmvq
䈮	jhvq
䈮	wovq
𥇛	jado
𥇛	jhdo
𥇛	xtdo
繘	jlsy
繘	jisy
㳥	jhdn
㳥	lydn
𪧘	jhbl
𪧘	labl
寠	jhbl
寠	labl
貗	jhvl
貗	lavl
䗇	jlij
䗇	qlij
𤢓	jhqj
𤢓	qlqj
苣	jhcj
苣	qmcj
䅓	jmhy
䅓	qhhy
𩍔	jagm
𩍔	qagm
䆽	jhxj
䆽	qlxj
䆽	qfxj
𡥶	jhzy
𡥶	rlzy
眗	jaoj
眗	xaoj
眗	kxoj
𣎛	jloy
𣎛	xdoy
𥢧	jlho
𥢧	ytho
䣰	jhyj
䣰	ycyj
䶥	jmic
䶥	vlic
㞫	jhuv
㞫	zzuv
𨝮	jhze
𨝮	zxze
咀	jmkq
咀	zvkq
𠔉	jcbf
𠢚	jclj
𡘰	jcdd
𡡀	jcnj
𢍏	jccm
𢎥	jcge
𣙢	jcmq
𣚓	jcmy
𣜨	jcxj
𣬏	jcbb
𤲨	jctj
𤺻	jcbj
𥆞	jcas
𥱽	jcvq
𦌾	jcsh
𦳽	jccy
𦼱	jccj
𧯦	jchd
𨆈	jczp
𨤑	jcpy
𩏹	jcsw
㢧	jcga
㢾	jcgy
㪻	jcdl
䄅	jcue
䌸	jcsv
䖭	jcji
䡓	jcxi
倦	jcrj
劵	jclf
奆	jcdj
慻	jcxj
桊	jcmf
淃	jcdj
狷	jcqy
獧	jcqy
眷	jcjo
睊	jcoo
睠	jcoj
絭	jcsf
絹	jcso
绢	jcsy
罥	jcso
羂	jcsj
腃	jcoj
蔨	jccq
鄄	jcey
餋	jcuf
𡫂	jsbj
𢋄	jsgj
𤎱	jshj
𦊌	jsoy
𧕲	jsii
𨹵	jsej
𩏗	jsqw
㷷	jshs
呟	jskx
埍	jsty
臇	jsoj
菤	jscj
錈	jsjj
锩	jsjj
龹	jsjr
𠡶	jdlj
𡱑	jduo
𢝓	jdxq
𥅬	jdoy
𦬾	jdcx
𦮻	jdco
𧎖	jdib
𨌫	jdij
𩎳	jddw
𩔱	jdyy
捐	jd
䅌	jdhy
䣺	jdyy
䥴	jdjj
勬	jdls
姢	jdny
娟	jdny
捐	jdfo
涓	jddy
脧	jdoj
蠲	jdbi
裐	jdyy
鎸	jdjn
鐫	jdjj
镌	jdjn
鹃	jdny
𣬋	jcpb
𣬋	ippb
𦦽	jcsj
𦦽	fasj
鋑	jdjj
鋑	jrjj
鋑	cdjj
𩜇	jcuj
𩜇	jsuj
卷	jcje
卷	jsje
巻	jcjj
巻	jsjj
帣	jcjj
帣	jsjj
勌	jclj
勌	jdlj
瓹	jcwy
瓹	jdwy
惓	jcxj
惓	qoxj
弮	jcjg
弮	qdjg
捲	jsfj
捲	qofj
𥁠	jcme
𥁠	qome
𥁠	qdme
䳪	jcnd
䳪	tond
䚈	jcjy
䚈	whjy
䚈	vcjy
𧭦	jcyx
𧭦	xdyx
讂	jcyx
讂	xdyx
焆	jdhy
焆	yihy
㯞	jcmj
㯞	ydmj
朘	jdoj
朘	ztoj
𠀔	jiyr
𠄑	jijj
𠊬	jire
𠎮	jira
𠔌	jibk
𠢤	jilj
𠨊	jibx
𠫃	jiim
𠶸	jikq
𡈅	jikj
𡚠	jidj
𡲗	jiui
𡳾	jikg
𢁪	jijg
𢎹	jigg
𢏷	jigq
𢖦	jixj
𢨏	jiud
𢩯	jify
𣅞	jipo
𣅡	jiog
𣅲	jioa
𣖬	jimq
𣬎	jibg
𤛦	jinj
𤞴	jiqj
𤟎	jiqq
𤹋	jibm
𤼗	jibz
𥆌	jioj
𥏘	jiuq
𥕲	jiuj
𥛯	jiuy
𥤘	jihj
𥾮	jisg
𦁐	jisq
𦏅	jiyj
𦓐	jipa
𦛲	jioj
𦠒	jioj
𦪘	jivj
𧍕	jiiq
𧗫	jixs
𧝃	jiyy
𧣸	jijv
𧤼	jijj
𧥎	jijx
𧮫	jirk
𧺐	jizg
𧾵	jizj
𧿺	jizi
𨊿	jiiy
𨏹	jiij
𨬐	jijj
𨰜	jijj
𨼎	jiej
𨼱	jifg
𩊺	jigj
𩏺	jiwj
𩓻	jiyj
𩧏	jimh
𩧡	jijm
𩪗	jigj
𩰨	jivc
𪁠	jinj
𪈴	jijn
𪖜	jibt
𪚅	jiij
𪱖	jiog
𫞝	jidq
𫟔	jicq
㔢	jilj
㩱	jifj
㵐	jidj
㷾	jihj
㸕	jivv
㹟	jiqg
㻕	jiwq
䀗	jiog
䇶	jivj
䍊	jifj
䐘	jioy
䘿	jiyq
䞷	jizq
䠇	jizq
䡈	jiix
䦆	jijj
䦼	jieg
亅	jiuu
决	jidg
刔	jidg
劂	jidq
匷	jikv
厥	jiiq
噊	jiky
孒	jila
孓	jivd
崛	jiuq
崫	jiuq
嶥	jiuq
彏	jigy
憠	jixq
憰	jixy
戄	jixy
抉	jifg
挗	jify
掘	jifq
攫	jify
桷	jimj
橛	jimq
橜	jimq
欮	jiqn
氒	jiuu
決	jidg
灍	jidq
焳	jihv
熦	jihq
爑	jihj
爝	jihj
爴	jivg
爵	jivc
獗	jiqq
玃	jiqy
玦	jiwg
玨	jiww
珏	jiwy
瑴	jiwu
瘚	jibq
矍	jiyq
矡	jimy
砄	jiug
絕	jiss
絶	jiss
绝	jiss
臄	jiou
芵	jicg
蕝	jicj
蕨	jicq
虳	jiiu
蟨	jiiq
蟩	jiiq
觖	jijg
觮	jijl
觼	jijx
訣	jiyg
譎	jiyy
诀	jiyg
谲	jiyy
貜	jivy
赽	jizg
趉	jizi
蹷	jizq
躩	jizy
鈌	jijg
鐍	jijy
鐝	jijq
钁	jijy
镢	jijq
鴂	jing
鴃	jing
鷢	jinq
𣨢	jddq
𥈾	jdoy
䞵	jozv
𢱺	jufp
𢴭	juuj
噘	jukq
屩	juuq
屫	juuq
撧	jufj
𠜾	jiqd
𠜾	gfqd
𧽸	jizj
𧽸	gfzj
嶡	jiuq
嶡	gfuq
趹	jizg
趹	gfzg
𡾜	jiuh
𡾜	hpuh
櫭	jimj
櫭	jtmj
斍	jiwj
斍	jlwj
覐	jijy
覐	jljy
覚	jijb
覚	jljb
覺	jijj
覺	jljj
觉	jijb
觉	jljb
倔	jirq
倔	jdrq
蹶	jizq
蹶	jozq
撅	jufq
撅	jifq
𧱝	jiuv
𧱝	jruv
䝌	jiuv
䝌	jruv
䋉	jisx
䋉	klsx
䋉	xisx
㭈	jimg
㭈	kfmg
駃	jimg
駃	kfmg
㰐	jims
㰐	kwms
㰐	ljms
㰐	tvms
㰐	tlms
㔃	jidj
㔃	ptdj
䏣	jioq
䏣	qhoq
䏣	qaoq
𢔱	jixq
𢔱	qdxq
蚗	jiig
蚗	quig
䁷	jiox
䁷	wgox
䙠	jiyj
䙠	wgyj
噱	jiku
噱	xiku
䖼	jiiq
䖼	xdiq
泬	jidx
泬	xddx
疦	jibg
疦	xdbg
㤜	jixu
㤜	yhxu
㟲	jiuy
㟲	youy
㭾	jimq
㭾	ydmq
䆕	jixg
䆕	ydxg
䆢	jixj
䆢	ydxj
弡	jigj
弡	vugj
𠄌	ji
𠄌	vf
㓸	jidd
㓸	vldd
捔	jifj
捔	vlfj
䏐	jiog
䏐	vpog
䟾	jozv
䟾	vlzv
𠨢	jrww
𡺲	jruw
𤮪	jrbc
𥇘	jroq
𥚂	jruw
𥜮	jruj
𥡣	jrhj
𦴌	jrcy
𦵼	jrcj
𧯖	jrgr
𨌘	jriw
𨛐	jrse
𨲄	jriy
𨶊	jrmh
𪍁	jrmq
𪕞	jruw
㑺	jrrj
㴫	jrdj
㻒	jrwj
㽙	jrty
䇹	jrvj
䕑	jrcs
䜭	jrbg
䝍	jruj
俊	jrrw
儁	jrrj
呁	jrky
埈	jrtj
寯	jrbj
峻	jruw
懏	jrxj
捃	jrfj
攟	jrfj
晙	jroj
棞	jrmq
燇	jrhz
珺	jrwj
畯	jrtj
竣	jrlw
箟	jrvk
葰	jrcj
蜠	jriq
賐	jrbj
郡	jrej
陖	jrej
餕	jruj
馂	jruj
駿	jrmj
骏	jrmw
鵔	jrnj
鵕	jrnj
鵘	jrnj
𢉦	jogj
𠀹	jgat
𠣕	jggv
𢻸	jgpy
𤉙	jghj
𦇘	jgsj
𦌺	jgjq
𧽔	jgzy
㚬	jgny
军	jgbi
君	jgky
均	jgty
桾	jgmj
汮	jgdy
皲	jgpj
皸	jgpj
皹	jgpj
碅	jguq
莙	jgcj
蚐	jgiy
袀	jgyy
覠	jgjj
軍	jgbi
鈞	jgjy
銁	jgjx
銞	jgjx
鍕	jgjj
钧	jgjy
頵	jgyj
鮶	jgyj
鲪	jgyj
麏	jglj
麕	jglq
隽	jrvn
隽	jcvn
雋	jrvg
雋	jcvg
菌	jgcq
菌	jrcq
㒞	jrrs
㒞	klrs
攈	jrfj
攈	pkfj
箘	jrvq
箘	qgvq
麇	jglh
麇	qflh
㓴	jrdr
㓴	rsdr
㕙	jrtw
㕙	rftw
浚	jrdw
浚	xrdw
濬	jrdr
濬	xrdr
姰	jgnx
姰	xfnx
㝦	jrbj
㝦	yubj
𧥺	jryy
𧥺	yryy
佧	kmrk
咔	kmkk
垰	kmtx
胩	kmok
裃	kmyx
鉲	kmjk
䘔	klxk
喀	klkk
咖	klkj
咖	glkj
卡	kmub
卡	qnub
𡳂	kouq
𢢚	koxx
𤉫	koht
𤐩	kohg
𥎆	komh
𩫀	kogz
𪸬	kohk
䡷	koig
勓	kolj
炌	kohj
烗	kohh
鎎	kojq
𢋝	kugm
𥃣	kumg
𥏪	kuuj
𦫼	kucl
𩘥	kufq
䁗	kuoq
䐩	kuoq
䒓	kuck
凯	kujq
凱	kujq
剀	kudq
剴	kudq
垲	kutq
塏	kutq
恺	kuxq
愷	kuxq
慨	kuxj
暟	kuoq
蒈	kucj
輆	kuih
鍇	kujj
鎧	kujq
铠	kujq
锴	kujj
闓	kumq
闿	kumq
颽	kufq
𡙓	kbdy
𢔡	kbxj
𢾆	kbwj
𤡲	kbqk
𥻄	kbmj
𦂄	kbsj
𨴆	kbmd
𫟺	kbjh
㚊	kbdh
奒	kbdh
开	kbac
揩	kbfj
鐦	kbjk
锎	kbjk
開	kbmk
欬	koqh
欬	aoqh
嵦	kuuq
嵦	aduq
𤻜	kobg
𤻜	eibg
嘅	kukj
嘅	glkj
𦈲	kbfh
𦈲	gmfh
楷	kumj
楷	jkmj
㡁	kujk
㡁	kgjk
忾	koxq
忾	xtxq
愾	koxq
愾	xtxq
𠢲	kulj
𠢲	xqlj
𡶪	kauu
𢙮	kazx
𣊟	kaog
𧯰	kadj
𨒞	kazi
𪉯	kabu
㸔	kaoh
䀍	kamg
墈	katk
崁	kauk
瞰	kaog
矙	kaok
磡	kauk
衎	kaxi
阚	kamg
鬫	kadg
𠝲	koxd
𡸞	koud
𣣒	koqo
𣽌	kodq
𥑫	koux
𥦔	koxk
𧇦	kofh
𧱄	kouk
𨍜	koiu
𩐬	koyh
𩒃	kowy
𩓟	koyj
㸝	kopq
侃	kori
偘	korp
冚	kobu
坎	kotq
惂	koxx
砍	kouq
莰	kock
輡	koix
轗	koig
顑	koyx
𡺗	knuk
𢦟	kngj
𣓁	kntm
𦞖	knok
𧡵	kndj
刊	kndg
勘	knlu
堪	kntu
戡	kngu
栞	knmj
龕	knlh
龛	knlh
闞	kamg
闞	homg
𥤱	koxg
𥤱	hnxg
看	kauo
看	knuo
竷	kovw
竷	kavw
䘓	kaxd
䘓	kvxd
歁	koqu
歁	kiqu
欿	koqx
欿	qaqx
凵	kokd
凵	qpkd
𩑟	knjy
𩑟	qrjy
𩜱	kouu
𩜱	souu
𥍓	kaoy
𥍓	yooy
䶫	koiy
䶫	ypiy
䶫	yaiy
嵁	knuu
嵁	vauu
𢴦	kwfx
𥒳	kddk
𪎵	kdhk
㰠	kdqk
亢	kdwj
伉	kdrk
匟	kdkk
囥	kdkk
抗	kdfk
炕	kdhk
鈧	kdjk
钪	kdjk
𠻞	kpkk
𡻚	kpuk
𣔛	kpmw
䡉	kpik
𠾨	kukq
𡐓	kutk
𡵻	kuuk
𤮊	kuwk
𥉽	kuok
𥕎	kuuk
𥹺	kumg
𨀫	kuzk
𨂟	kuzy
𨄗	kuzk
𨝎	kuke
𨻷	kuek
𩾌	kuyk
㝩	kubk
㱂	kuqk
嫝	kunk
嵻	kuuk
康	kugl
慷	kuxk
槺	kumk
漮	kudk
砊	kuuk
穅	kuhk
糠	kumk
躿	kuuk
鏮	kujk
鱇	kuyk
扛	kwfg
扛	gufg
犺	kdqk
犺	gpqk
邟	kdek
邟	hwek
忼	kuxk
忼	hdxk
粇	kumk
粇	jemk
闶	kdmk
闶	kumk
閌	kumk
閌	kdmk
𨎍	kuik
𨎍	liik
𡭳	kvxe
𧋓	kvig
𨘴	kvzk
㸆	kvhk
䐧	kvog
犒	kvng
銬	kvjk
铐	kvjk
靠	kvnf
鮳	kvyk
鯌	kvyg
鲓	kvyk
𣧏	kxdp
𣨻	kxws
𣩅	kxdg
𥬯	kxvk
𥹬	kxmk
䯪	kxgy
拷	kxfk
攷	kxwk
栲	kxmk
烤	kxhk
考	kxlk
𩩾	kqgy
𫝲	kqud
䯌	kqgk
尻	kquj
髛	kqgk
𩝝	kvug
𩝝	gqug
𣐊	kxmk
𣐊	jlmk
洘	kxdk
洘	kvdk
嵪	kqug
嵪	qmug
丂	kxag
丂	qlag
丂	ylag
翗	keyd
𠅔	kiwy
𠅡	kiwu
𠡜	kiil
𠡤	kill
𠢹	kigl
𠩧	kiiv
𠪒	kiij
𠪟	kiif
𠳭	kikk
𠶲	kikf
𠷄	kikf
𡃈	kikk
𡞢	kink
𢩏	kihy
𢾩	kiph
𣲊	kiuy
𣹇	kiuk
𤛗	kinu
𥊉	kioh
𥔽	kiuh
𥦨	kixj
𥯚	kivk
𧈗	kijh
𧛾	kiyh
𧜡	kiyh
𧠋	kijc
𩭽	kiik
𩰻	kigq
𩱘	kigq
𪃭	kikn
𪧒	kibg
𫟭	kike
㕉	kiih
㤩	kixg
㾧	kibg
䙐	kiyg
克	kiux
刻	kidh
勀	kilk
勊	kilk
堁	kitg
娔	kink
客	kibg
恪	kixg
愙	kixk
氪	kiqk
溘	kidm
碦	kiuk
緙	kisg
缂	kisg
艐	kivw
衉	kixg
課	kiyg
课	kiyg
錁	kijg
锞	kijg
騍	kimg
骒	kimg
𢩐	klhu
𢼐	klbp
𪓮	klhm
㐓	kl
㞹	kluk
㪡	klwh
㪼	kljk
岢	kluk
敤	klpg
渇	kldh
渴	kldh
炣	klhk
𠏀	krrg
𠲙	krkd
𡸡	kruk
𡻘	kruh
𢩘	krhh
𣧤	krdk
𤖇	krpg
𥃕	krhg
𥝹	krhj
𥠁	krhg
𧎗	krki
𧨵	kryf
𧵛	krbk
𧿫	krzd
𨍰	krig
𨏿	krii
𨢸	kryh
𩏭	krwb
𩜭	kruk
𪍎	krmk
𪝙	krrh
𪽇	krtj
嵙	kruk
柯	krmk
棵	krmg
榼	krmm
樖	krhk
牁	krpk
牱	krnk
犐	krnk
珂	krwk
疴	krbk
瞌	krom
磕	krum
礚	krum
科	krhd
稞	krhg
窠	krbg
萪	krck
薖	krcg
蚵	krik
蝌	krik
趷	krzq
轲	krik
醘	krym
鈳	krjk
钶	krjk
頦	kryh
顆	kryg
颏	kryh
颗	kryg
髁	krgg
𣩄	kidg
𣩄	aodg
峇	kiuh
峇	bluh
𥧇	krxk
𥧇	iixk
搕	krfm
搕	eifm
痾	krba
痾	erba
咳	kekh
咳	hbkh
𤸎	klbh
𤸎	hobh
𠛳	kidh
𠛳	hedh
苛	krck
苛	hrck
礊	kiuu
礊	hpuu
嵑	kluh
嵑	jsuh
嶱	klug
嶱	jsug
可	kldk
可	kidk
嗑	krkm
嗑	kikm
坷	krtk
坷	kltk
軻	krik
軻	klik
㪙	klwg
㪙	kiwg
㪙	kpwg
𡱼	kiug
𡱼	kgug
㵣	kldx
㵣	lldx
砢	kruk
砢	lluk
揢	kefk
揢	qdfk
愘	kixk
愘	qxxk
匼	krkh
匼	qxkh
壳	keuj
壳	qluj
殻	keuk
殻	qluk
殼	keuj
殼	qluj
𢈈	krgh
𢈈	wlgh
剋	kidk
剋	kidk
尅	kikc
尅	kikc
掯	kofk
裉	koyg
褃	koyk
𠳁	kokk
𢡆	koxg
𣥤	kovt
𤀊	kodg
𥖞	koug
𨼯	koeg
𪣩	kotk
啃	kokk
垦	kotg
墾	kotg
恳	koxg
懇	koxg
肎	kobo
肯	kovo
肻	koob
豤	koug
錹	kojk
𩎤	kewg
貇	kovg
貇	kgvg
𣍟	kooa
𣍟	wjoa
硍	koug
硍	xaug
硍	goug
硍	yxug
㸧	koyg
㸧	ycyg
𡞚	kynk
𠠷	kclg
𣢴	kcqr
𣫒	kcug
𥉸	kcoj
𥑅	kcuj
𥒁	kcuv
𥒱	kcux
𥥳	kcxv
𧀘	kccz
𨌳	kcik
𨌶	kcim
𨍑	kciy
劥	kclk
坑	kctk
牼	kcnj
硁	kcug
硜	kcuj
誙	kcyj
銵	kcju
鍞	kcjv
鏗	kcjj
铿	kcjj
阬	kcek
𫟥	kciv
妔	kcnk
妔	hwnk
𨋔	kciy
𨋔	jliy
䡰	kyik
䡰	kcik
硻	kcuy
硻	kyuy
挳	kcfj
挳	qrfj
摼	kcfj
摼	qrfj
𡷨	kcug
𡷨	xnug
𤗇	kypk
𦁈	kysk
㸜	kypk
控	kyfk
鞚	kygk
𢙢	knxk
𢪬	knfk
𣏺	knmk
𤆺	knhk
𤤲	knhj
𥥅	knxk
𦶐	knck
𩲧	kngj
𪫠	knbx
孔	knzg
恐	knxg
𠀝	kkxu
𢃐	kkjk
𢷙	kkfk
𢽦	kkpk
𥔇	kkum
𦱇	kkck
𧌆	kkik
𧚬	kkyk
𪔣	kkgk
𫞹	kkxa
㚚	kkdm
埪	kktk
崆	kkuk
硿	kkuk
箜	kkvk
躻	kkuk
錓	kkjq
鵼	kknk
倥	kkrk
倥	knrk
悾	kkxk
悾	knxk
空	kkbg
空	kybg
空	knbg
涳	kkdk
涳	nwdk
㤟	knxq
㤟	trxq
𡠆	krtn
𢚫	krax
𢟭	krxw
𣻎	krdw
𣿟	krdy
𥊧	krou
𥲃	krvw
𦴎	krcu
𦶲	krcn
𧥣	kryk
𪄺	krnw
𪫎	krxw
㓂	krbn
䳹	krnk
冦	krby
叩	krke
宼	krbn
寇	krby
扣	krfk
敂	krwj
滱	krdk
窛	krbn
筘	krvk
簆	krvk
蔲	krck
蔻	krck
釦	krjk
鷇	krun
𢼃	kzwg
𤘘	kznk
𨙫	kzke
𨥴	kzju
㔚	kzlu
劶	kzlh
口	kzaa
𠛅	kxqd
𢄠	kxjq
𦬅	kxck
䁱	kxoy
剾	kxdq
彄	kxgq
抠	kxfq
摳	kxfq
眍	kxoq
瞘	kxoq
芤	kxck
𩀠	krvu
𩀠	gmvu
瞉	kruo
瞉	jtuo
怐	krxj
怐	jhxj
𪇄	krnl
𪇄	kanl
㲄	kruu
㲄	kauu
䳟	krnm
䳟	mnnm
䳟	minm
𢂁	kxjj
𢂁	qljj
𦛏	klot
𫏁	klzy
𠺟	khkk
𥞴	khhg
𧊘	khik
𧿋	khzj
𨐡	khxk
𩱙	khmg
𪌓	khmu
㐣	kh
㠸	khjf
䵈	khmh
俈	khrg
喾	khgb
嚳	khjg
库	khgi
庫	khgi
廤	khgi
焅	khhg
瘔	khbk
絝	khsk
绔	khsk
袴	khyk
裤	khyk
褲	khyk
酷	khyg
龲	khjk
𡞯	kmnk
𥯶	kmvk
𩇵	kmfg
䇢	kmvg
狜	kmqg
苦	kmcg
𠠶	kaql
𡀙	kakk
𡑚	katy
𡑣	katk
𡗵	kady
𡶏	kaui
𡼿	kauk
𢏆	kagg
𢼁	kawu
𣗺	kaxg
𥈷	kaou
𥌄	kaoy
𥟾	kahk
𥧋	kaxp
𦜇	kaoq
𦡆	kaok
𧠂	kaxw
𧷎	kabu
𪍠	kamu
𪠀	kabu
𪥕	kadq
𫖪	kaqy
𫜕	katm
㱠	kadg
䧊	kaeg
刳	kadk
哭	kaqk
圐	kakf
堀	katq
枯	kamg
桍	kamk
矻	kauq
窟	kabq
跍	kazg
郀	kaek
骷	kagg
鮬	kayk
𨡱	khyk
𨡱	dwyk
𩨳	kaig
𩨳	daig
𩑡	kayq
𩑡	goyq
楛	kmmk
楛	hhmk
秙	khhg
秙	kahg
𧿉	khzk
𧿉	whzk
𩑔	kaqy
𩑔	yiqy
㒂	khrv
㒂	vlrv
𡕒	kgaj
𢓢	kgxk
𥏤	kguk
𨃖	kgzk
㐄	kgfg
胯	kgok
跨	kgzk
骻	kggk
𢄳	kgju
侉	kgrk
垮	kgtk
銙	kgjk
𠇗	ksrg
𡇚	kskb
𥑹	ksuk
𨕺	kszy
𨵧	ksmg
䯞	ksgg
咵	kskk
舿	ksvk
𡗢	ksdk
𡗢	bodk
姱	ksnk
姱	hhnk
䋀	kgsh
䋀	hgsh
挎	kgfk
挎	kafk
𩊓	kggk
𩊓	khgk
夸	ksdk
夸	kgdk
誇	ksyk
誇	kgyk
趶	kgzy
趶	whzy
𠜐	kfbd
𡉇	kftr
𡼾	kfuh
𢾒	kfpk
𥢶	kfhh
𦔦	kflh
𨛖	kfbe
𫂜	kfvp
𫞷	kfhh
㙕	kftw
㙗	kftw
䈛	kfvy
䭝	kfuh
䯤	kfgh
侩	kfrh
儈	kfrh
凷	kfkt
哙	kfkh
噲	kfkh
圦	kftr
块	kftg
塊	kftg
巜	kfvv
廥	kfgh
快	kfxg
旝	kffh
欳	kfqc
狯	kfqh
獪	kfqh
筷	kfvk
糩	kfmh
脍	kfoh
膾	kfoh
郐	kfeh
鄶	kfeh
鱠	kfyh
鲙	kfyh
𠣲	kpgu
𡚅	kpcc
𣫉	kptn
𦳋	kpcy
𩦱	kpmh
㧟	kpfh
䓒	kpcd
擓	kpfh
蒯	kpdp
浍	kfdh
浍	hfdh
澮	kfdh
澮	hfdh
㔞	kflg
㔞	kelg
㔞	wdlg
㱮	kfdg
㱮	kfdg
㟴	kfug
㟴	kvug
㟴	wjug
㬮	kfon
㬮	naon
墤	kftg
墤	twtg
𢕫	ksxk
𢴪	ksfk
𣢻	ksuq
𣽟	ksdk
𥟓	kshg
𫎉	ksun
㯘	ksmk
䕀	ksck
䥗	ksjk
䲌	ksyk
梡	ksmw
欵	ksqu
款	ksqu
歀	ksqu
宽	kdjb
寛	kdbj
寬	kdbj
臗	kdok
鑧	kdjk
髋	kdgk
髖	kdgk
窽	ksba
窽	ccba
窾	ksbk
窾	ccbk
𥦀	kdxj
𥦀	mtxj
䤭	kcjx
䤭	utjx
䤭	sfjx
䤭	ybjx
𣴥	kbdk
𦥰	kbjg
𨖢	kbgw
𩷗	kbyk
𫏷	kbit
狂	kbqw
狅	kbqr
誑	kbyk
诳	kbyk
軖	kbiw
軠	kbir
鵟	kbnk
𡶢	keux
𡾇	keug
𣍦	keox
𣒸	kemw
𥈏	kejy
𦙿	keox
𧥌	kejg
𨇁	kezg
𪍿	kemg
𪏪	kehg
䊯	kemg
䵃	kemh
况	kedx
圹	ketg
壙	ketg
岲	keux
懬	kexg
旷	keog
昿	keos
曠	keog
框	kemk
況	kedx
眖	keox
眶	keok
矿	keug
砿	keus
礦	keug
穬	kehg
絋	kess
絖	kesg
纊	kesg
纩	kesg
貺	kebx
贶	kebx
軦	keix
邝	keeg
鄺	keeg
鉱	kejs
鋛	keji
鑛	kejg
黋	kehg
儣	kurg
夼	kudi
懭	kuxg
𢼑	kwwj
𢼳	kwkw
𤝿	kwqk
𧻔	kwzk
𨀕	kwzk
𨏆	kwig
𨴑	kwmk
𩢼	kwmk
𩬹	kwik
䒰	kwck
劻	kwlk
匡	kwkw
匩	kwkw
哐	kwkk
恇	kwxk
洭	kwdk
筐	kwvk
筺	kwvk
誆	kwyk
诓	kwyk
軭	kwik
邼	kwek
𨥑	kejg
𨥑	gnjg
𨨭	keju
𨨭	gnju
㤮	kbxk
㤮	gexk
硄	kwug
硄	gwug
矌	keog
矌	gsog
爌	kehg
爌	huhg
𦚞	kwok
𦚞	keok
忹	kbxw
忹	wpxw
抂	kbfw
抂	wpfw
抂	zofw
𠃳	kwjl
𠈘	kwrg
𠊾	kwrg
𡌤	kwgq
𢌳	kwcd
𤵮	kwbh
𥜶	kwuk
𦝢	kwog
𦮙	kwcc
𧍜	kwig
𧡦	kwjc
𨾎	kwzv
𩕜	kwky
𩠮	kwua
𩲅	kwgc
𩲷	kwgh
𩵉	kwgw
𩹍	kwyg
𪆴	kwkn
㙓	kwty
㚝	kwdj
䕫	kwcw
䟸	kwzc
䤆	kwyg
䧶	kwvl
䯓	kwgg
䳫	kwng
喹	kwkk
夔	kwqw
奎	kwdg
巙	kwuw
戣	kwgt
揆	kwft
晆	kwog
暌	kwot
楏	kwmk
楑	kwmt
櫆	kwmk
犪	kwnw
睽	kwot
葵	kwct
藈	kwck
蘷	kwcw
虁	kwcw
蝰	kwik
躨	kwzw
逵	kwzt
鄈	kwet
鍨	kwjt
鍷	kwjk
頯	kwyc
馗	kwju
騤	kwmt
骙	kwmt
魁	kwgd
𠣠	kfgc
𣧼	kfdw
𤆂	kfhy
𤏜	kfwh
𥏙	kfuj
𧂠	kfcy
𧄑	kfcg
𧑋	kfig
𧝷	kfyh
𧷛	kfbg
𨣈	kfyg
𫍷	kfyg
𫝬	kfng
㕟	kfyc
䈐	kfvh
䕚	kfck
喟	kfkw
嘳	kfkg
媿	kfng
嬇	kfng
愦	kfxg
愧	kfxg
憒	kfxg
篑	kfvg
簣	kfvg
籄	kfvk
聩	kfeg
聭	kfeg
聵	kfeg
膭	kfog
蕢	kfcg
謉	kfyg
餽	kfug
饋	kfug
馈	kfug
𢜽	kvxg
𢼀	kvpr
𣄲	kvaw
𣥮	kvvg
𩓗	kvqy
𫠆	kvvy
㛻	kvnk
䠑	kvzk
煃	kvhk
跬	kvzg
蹞	kvzq
頍	kvyv
𡐠	ktdg
𡓰	kttk
𡤞	ktne
𡰂	ktbw
𥁇	ktdm
𩏣	ktxw
𪖢	ktbg
亏	kteg
刲	ktdg
岿	ktug
巋	ktuj
盔	ktmh
窥	ktbg
窺	ktbg
聧	ktet
虧	ktkv
闚	ktmg
顝	ktyg
𠿥	kfko
𠿥	gfko
匮	kfkg
匮	gfkg
匱	kfkg
匱	gfkg
傀	kvrg
傀	gtrg
殨	kfdg
殨	hfdg
溃	kfdg
溃	hfdg
潰	kfdg
潰	hfdg
𥪊	kvlq
𥪊	jilq
蒉	kfcg
蒉	kfcg
尯	kfyw
尯	kvyw
𧢦	ktgj
𧢦	kwgj
𧢦	gfgj
悝	ktxl
悝	lgxl
䖯	kwig
䖯	wlig
䍪	kfym
䍪	wiym
䦱	kvmw
䦱	wjmw
䫥	kvyg
䫥	wjyg
磈	kvug
磈	wjug
㨒	kwfk
㨒	wjfk
㨒	xsfk
𨾗	kwvd
𨾗	xsvd
𢈛	krgk
𣰘	krvm
𣱂	krbm
𩤋	krmm
㫻	krol
困	krkm
涃	krdk
睏	krok
𡈋	koui
