serial number	character	token	ferquency(pre million)	total coverage rate(%)
2649	灼	32550	17.14672 	98.70237 
2650	澜	32436	17.08666 	98.70408 
2651	姗	32428	17.08245 	98.70579 
2652	倪	32398	17.06665 	98.70750 
2653	挫	32364	17.04874 	98.70920 
2654	咪	32218	16.97183 	98.71090 
2655	钧	32200	16.96234 	98.71260 
2656	捣	32179	16.95128 	98.71429 
2657	燥	32172	16.94759 	98.71599 
2658	泳	32131	16.92600 	98.71768 
2659	眶	32097	16.90808 	98.71937 
2660	乙	32048	16.88227 	98.72106 
2661	澈	32041	16.87858 	98.72275 
2662	焕	31989	16.85119 	98.72443 
2663	酬	31980	16.84645 	98.72612 
2664	筷	31937	16.82380 	98.72780 
2665	宵	31872	16.78956 	98.72948 
2666	缚	31819	16.76164 	98.73115 
2667	揪	31819	16.76164 	98.73283 
2668	蚁	31812	16.75795 	98.73450 
2669	喇	31719	16.70896 	98.73618 
2670	丞	31714	16.70633 	98.73785 
2671	拎	31698	16.69790 	98.73952 
2672	棠	31633	16.66366 	98.74118 
2673	咙	31569	16.62994 	98.74285 
2674	梭	31489	16.58780 	98.74450 
2675	哧	31474	16.57990 	98.74616 
2676	棺	31464	16.57463 	98.74782 
2677	璇	31459	16.57200 	98.74948 
2678	瀚	31450	16.56726 	98.75113 
2679	肝	31440	16.56199 	98.75279 
2680	敛	31390	16.53565 	98.75444 
2681	剂	31371	16.52564 	98.75610 
2682	疤	31337	16.50773 	98.75775 
2683	渔	31185	16.42766 	98.75939 
2684	嗔	31168	16.41871 	98.76103 
2685	沮	31095	16.38025 	98.76267 
2686	廖	31067	16.36550 	98.76431 
2687	虏	30976	16.31756 	98.76594 
2688	皓	30879	16.26647 	98.76756 
2689	勋	30855	16.25382 	98.76919 
2690	恕	30848	16.25014 	98.77081 
2691	虐	30741	16.19377 	98.77243 
2692	虞	30560	16.09842 	98.77404 
2693	综	30488	16.06049 	98.77565 
2694	瘾	30459	16.04522 	98.77725 
2695	驴	30458	16.04469 	98.77886 
2696	晒	30437	16.03363 	98.78046 
2697	卦	30403	16.01572 	98.78206 
2698	迦	30382	16.00466 	98.78366 
2699	陀	30349	15.98727 	98.78526 
2700	窥	30314	15.96883 	98.78686 
2701	堕	30285	15.95356 	98.78846 
2702	哆	30257	15.93881 	98.79005 
2703	葡	30236	15.92775 	98.79164 
2704	帖	30180	15.89825 	98.79323 
2705	垫	30164	15.88982 	98.79482 
2706	屡	30025	15.81659 	98.79640 
2707	鹅	29947	15.77551 	98.79798 
2708	蛛	29896	15.74864 	98.79955 
2709	盲	29895	15.74811 	98.80113 
2710	碟	29736	15.66435 	98.80270 
2711	狞	29726	15.65909 	98.80426 
2712	囚	29642	15.61484 	98.80582 
2713	诊	29637	15.61220 	98.80738 
2714	揽	29599	15.59219 	98.80894 
2715	裴	29595	15.59008 	98.81050 
2716	捞	29577	15.58060 	98.81206 
2717	吏	29539	15.56058 	98.81362 
2718	铮	29527	15.55426 	98.81517 
2719	萄	29505	15.54267 	98.81673 
2720	盏	29500	15.54003 	98.81828 
2721	霆	29470	15.52423 	98.81983 
2722	喔	29429	15.50263 	98.82138 
2723	贷	29412	15.49368 	98.82293 
2724	勿	29378	15.47577 	98.82448 
2725	吭	29375	15.47419 	98.82603 
2726	淘	29357	15.46471 	98.82757 
2727	辟	29251	15.40887 	98.82912 
2728	蔑	29247	15.40676 	98.83066 
2729	淹	29158	15.35988 	98.83219 
2730	麒	29156	15.35882 	98.83373 
2731	喽	29096	15.32722 	98.83526 
2732	栗	29059	15.30772 	98.83679 
2733	绷	29020	15.28718 	98.83832 
2734	惚	28986	15.26927 	98.83985 
2735	桓	28953	15.25189 	98.84137 
2736	坊	28892	15.21975 	98.84289 
2737	桩	28892	15.21975 	98.84442 
2738	嗽	28817	15.18024 	98.84593 
2739	履	28690	15.11334 	98.84745 
2740	璐	28683	15.10965 	98.84896 
2741	菩	28652	15.09332 	98.85047 
2742	巢	28649	15.09174 	98.85197 
2743	畜	28647	15.09069 	98.85348 
2744	兀	28642	15.08806 	98.85499 
2745	樊	28633	15.08332 	98.85650 
2746	锡	28576	15.05329 	98.85801 
2747	棚	28567	15.04855 	98.85951 
2748	仕	28553	15.04117 	98.86102 
2749	倏	28537	15.03274 	98.86252 
2750	芹	28424	14.97322 	98.86402 
2751	僻	28410	14.96584 	98.86551 
2752	絮	28392	14.95636 	98.86701 
2753	杏	28315	14.91580 	98.86850 
2754	浆	28279	14.89684 	98.86999 
2755	瘫	28249	14.88103 	98.87148 
2756	啧	28249	14.88103 	98.87297 
2757	磁	28220	14.86576 	98.87445 
2758	冈	28197	14.85364 	98.87594 
2759	逮	28151	14.82941 	98.87742 
2760	搓	28103	14.80412 	98.87890 
2761	赠	28101	14.80307 	98.88038 
2762	胶	28063	14.78305 	98.88186 
2763	脊	28041	14.77146 	98.88334 
2764	噩	27969	14.73353 	98.88481 
2765	绰	27937	14.71668 	98.88628 
2766	呕	27879	14.68612 	98.88775 
2767	嚼	27876	14.68454 	98.88922 
2768	谐	27747	14.61659 	98.89068 
2769	歼	27594	14.53599 	98.89213 
2770	揣	27568	14.52229 	98.89359 
2771	殖	27563	14.51966 	98.89504 
2772	拧	27504	14.48858 	98.89649 
2773	伺	27405	14.43643 	98.89793 
2774	霖	27387	14.42695 	98.89937 
2775	驼	27386	14.42642 	98.90082 
2776	襄	27380	14.42326 	98.90226 
2777	衔	27315	14.38902 	98.90370 
2778	惕	27307	14.38480 	98.90514 
2779	掷	27287	14.37427 	98.90657 
2780	卸	27285	14.37322 	98.90801 
2781	炽	27194	14.32528 	98.90944 
2782	敖	27108	14.27997 	98.91087 
2783	惭	27081	14.26575 	98.91230 
2784	框	27076	14.26312 	98.91372 
2785	捆	27010	14.22835 	98.91515 
2786	眩	26994	14.21992 	98.91657 
2787	蝉	26987	14.21623 	98.91799 
2788	谜	26947	14.19516 	98.91941 
2789	炫	26933	14.18779 	98.92083 
2790	塘	26894	14.16724 	98.92225 
2791	阱	26888	14.16408 	98.92366 
2792	膜	26833	14.13511 	98.92508 
2793	亨	26827	14.13195 	98.92649 
2794	奕	26802	14.11878 	98.92790 
2795	蚂	26697	14.06347 	98.92931 
2796	猩	26668	14.04819 	98.93071 
2797	滨	26667	14.04766 	98.93212 
2798	沁	26604	14.01448 	98.93352 
2799	跋	26559	13.99077 	98.93492 
2800	藩	26539	13.98024 	98.93631 
2801	舔	26424	13.91966 	98.93771 
2802	捐	26418	13.91650 	98.93910 
2803	歧	26398	13.90596 	98.94049 
2804	隋	26353	13.88226 	98.94188 
2805	蹭	26351	13.88120 	98.94327 
2806	甄	26342	13.87646 	98.94465 
2807	蜡	26302	13.85539 	98.94604 
2808	嗤	26283	13.84538 	98.94742 
2809	缸	26248	13.82694 	98.94881 
2810	嬉	26210	13.80693 	98.95019 
2811	哮	26173	13.78743 	98.95157 
2812	熄	26172	13.78691 	98.95294 
2813	窍	26141	13.77058 	98.95432 
2814	俞	26139	13.76952 	98.95570 
2815	豁	26107	13.75267 	98.95707 
2816	垒	26075	13.73581 	98.95845 
2817	掘	26017	13.70526 	98.95982 
2818	琦	26016	13.70473 	98.96119 
2819	屎	25988	13.68998 	98.96256 
2820	乍	25921	13.65469 	98.96392 
2821	孽	25919	13.65363 	98.96529 
2822	毯	25831	13.60728 	98.96665 
2823	弧	25808	13.59516 	98.96801 
2824	槐	25776	13.57830 	98.96937 
2825	铠	25757	13.56829 	98.97072 
2826	挟	25752	13.56566 	98.97208 
2827	襟	25730	13.55407 	98.97343 
2828	梨	25679	13.52721 	98.97479 
2829	嗅	25646	13.50982 	98.97614 
2830	祁	25566	13.46768 	98.97748 
2831	纲	25530	13.44871 	98.97883 
2832	渠	25514	13.44029 	98.98017 
2833	矢	25495	13.43028 	98.98152 
2834	捅	25436	13.39920 	98.98286 
2835	扛	25430	13.39604 	98.98420 
2836	朽	25425	13.39340 	98.98554 
2837	忖	25374	13.36654 	98.98687 
2838	匈	25364	13.36127 	98.98821 
2839	扒	25334	13.34547 	98.98954 
2840	雍	25297	13.32597 	98.99088 
2841	莺	25291	13.32281 	98.99221 
2842	侮	25279	13.31649 	98.99354 
2843	闺	25255	13.30385 	98.99487 
2844	霓	25232	13.29173 	98.99620 
2845	稽	25200	13.27488 	98.99753 
2846	斋	25200	13.27488 	98.99885 
2847	夭	25128	13.23695 	99.00018 
2848	沦	25113	13.22905 	99.00150 
2849	揍	25073	13.20798 	99.00282 
2850	瞟	25058	13.20007 	99.00414 
2851	苟	25037	13.18901 	99.00546 
2852	琉	24975	13.15635 	99.00678 
2853	漪	24948	13.14213 	99.00809 
2854	暑	24941	13.13844 	99.00940 
2855	窟	24923	13.12896 	99.01072 
2856	钓	24913	13.12369 	99.01203 
2857	鳞	24864	13.09788 	99.01334 
2858	瓷	24855	13.09314 	99.01465 
2859	萱	24846	13.08840 	99.01596 
2860	株	24834	13.08208 	99.01727 
2861	倭	24818	13.07365 	99.01857 
2862	鞘	24815	13.07207 	99.01988 
2863	沛	24758	13.04204 	99.02118 
2864	噜	24633	12.97619 	99.02248 
2865	绞	24554	12.93458 	99.02378 
2866	颓	24497	12.90455 	99.02507 
2867	睿	24474	12.89243 	99.02636 
2868	噗	24442	12.87558 	99.02764 
2869	唔	24276	12.78813 	99.02892 
2870	幢	24268	12.78392 	99.03020 
2871	喀	24238	12.76811 	99.03148 
2872	诅	24236	12.76706 	99.03275 
2873	涕	24195	12.74546 	99.03403 
2874	拣	24189	12.74230 	99.03530 
2875	谣	24186	12.74072 	99.03658 
2876	叽	24178	12.73651 	99.03785 
2877	葱	24137	12.71491 	99.03912 
2878	拭	24060	12.67435 	99.04039 
2879	婢	24051	12.66961 	99.04166 
2880	铸	24048	12.66803 	99.04292 
2881	绮	23912	12.59638 	99.04418 
2882	剿	23891	12.58532 	99.04544 
2883	胤	23866	12.57215 	99.04670 
2884	秩	23852	12.56478 	99.04795 
2885	畔	23833	12.55477 	99.04921 
2886	粥	23792	12.53317 	99.05046 
2887	奎	23789	12.53159 	99.05172 
2888	绸	23778	12.52579 	99.05297 
2889	茨	23761	12.51684 	99.05422 
2890	熏	23690	12.47944 	99.05547 
2891	蹬	23651	12.45889 	99.05671 
2892	诏	23643	12.45468 	99.05796 
2893	岔	23623	12.44414 	99.05920 
2894	叭	23566	12.41412 	99.06045 
2895	咆	23494	12.37619 	99.06168 
2896	滥	23420	12.33721 	99.06292 
2897	梧	23401	12.32720 	99.06415 
2898	垮	23378	12.31508 	99.06538 
2899	澳	23261	12.25345 	99.06661 
2900	浙	23244	12.24449 	99.06783 
2901	甸	23242	12.24344 	99.06906 
2902	绯	23150	12.19498 	99.07027 
2903	诛	23141	12.19024 	99.07149 
2904	鲍	23115	12.17654 	99.07271 
2905	刁	23103	12.17022 	99.07393 
2906	厥	23082	12.15916 	99.07514 
2907	蚊	23018	12.12544 	99.07636 
2908	鞠	23015	12.12386 	99.07757 
2909	歆	22876	12.05064 	99.07877 
2910	拙	22860	12.04221 	99.07998 
2911	茗	22789	12.00481 	99.08118 
2912	眷	22751	11.98479 	99.08238 
2913	戮	22742	11.98005 	99.08358 
2914	唬	22716	11.96635 	99.08477 
2915	骏	22698	11.95687 	99.08597 
2916	扳	22636	11.92421 	99.08716 
2917	踹	22631	11.92158 	99.08835 
2918	漓	22606	11.90841 	99.08954 
2919	蝇	22560	11.88418 	99.09073 
2920	擂	22548	11.87785 	99.09192 
2921	涡	22478	11.84098 	99.09310 
2922	沌	22474	11.83887 	99.09429 
2923	凸	22455	11.82886 	99.09547 
2924	蚩	22424	11.81253 	99.09665 
2925	酿	22424	11.81253 	99.09783 
2926	唾	22408	11.80410 	99.09901 
2927	琐	22361	11.77935 	99.10019 
2928	犀	22356	11.77671 	99.10137 
2929	澄	22349	11.77302 	99.10255 
2930	哉	22334	11.76512 	99.10372 
2931	猾	22221	11.70560 	99.10489 
2932	煎	22180	11.68400 	99.10606 
2933	窒	22175	11.68137 	99.10723 
2934	虾	22165	11.67610 	99.10840 
2935	蝠	22099	11.64133 	99.10956 
2936	钞	22089	11.63606 	99.11073 
2937	瓣	22056	11.61868 	99.11189 
2938	唧	22052	11.61657 	99.11305 
2939	觑	22005	11.59181 	99.11421 
2940	哽	21976	11.57654 	99.11537 
2941	娥	21944	11.55968 	99.11652 
2942	婿	21914	11.54388 	99.11768 
2943	讪	21892	11.53229 	99.11883 
2944	耕	21786	11.47645 	99.11998 
2945	葫	21733	11.44853 	99.12112 
2946	暧	21715	11.43905 	99.12227 
2947	浇	21700	11.43114 	99.12341 
2948	嗨	21687	11.42430 	99.12455 
2949	诵	21654	11.40691 	99.12569 
2950	疫	21652	11.40586 	99.12683 
2951	兢	21643	11.40112 	99.12797 
2952	箫	21626	11.39216 	99.12911 
2953	颅	21616	11.38689 	99.13025 
2954	啼	21533	11.34317 	99.13138 
2955	绅	21513	11.33264 	99.13252 
2956	杉	21508	11.33000 	99.13365 
2957	嗜	21476	11.31315 	99.13478 
2958	券	21437	11.29260 	99.13591 
2959	遁	21435	11.29155 	99.13704 
2960	炯	21405	11.27574 	99.13817 
2961	霎	21405	11.27574 	99.13930 
2962	讥	21392	11.26890 	99.14042 
2963	迭	21389	11.26732 	99.14155 
2964	彷	21360	11.25204 	99.14267 
2965	觅	21336	11.23940 	99.14380 
2966	娴	21333	11.23782 	99.14492 
2967	抿	21329	11.23571 	99.14605 
2968	剔	21278	11.20884 	99.14717 
2969	稻	21277	11.20832 	99.14829 
2970	敷	21263	11.20094 	99.14941 
2971	泻	21251	11.19462 	99.15053 
2972	怠	21247	11.19251 	99.15165 
2973	龚	21246	11.19199 	99.15277 
2974	绒	21218	11.17724 	99.15388 
2975	讳	21199	11.16723 	99.15500 
2976	勺	21195	11.16512 	99.15612 
2977	函	21187	11.16091 	99.15723 
2978	喳	21141	11.13667 	99.15835 
2979	颂	21103	11.11666 	99.15946 
2980	搀	21047	11.08716 	99.16057 
2981	撩	21011	11.06819 	99.16167 
2982	擎	20931	11.02605 	99.16278 
2983	巍	20904	11.01183 	99.16388 
2984	脯	20878	10.99813 	99.16498 
2985	镶	20858	10.98759 	99.16608 
2986	寥	20857	10.98707 	99.16717 
2987	漾	20836	10.97601 	99.16827 
2988	缴	20827	10.97126 	99.16937 
2989	藉	20781	10.94703 	99.17046 
2990	弊	20759	10.93544 	99.17156 
2991	逞	20757	10.93439 	99.17265 
2992	膏	20747	10.92912 	99.17374 
2993	戳	20671	10.88909 	99.17483 
2994	呛	20665	10.88593 	99.17592 
2995	凹	20644	10.87486 	99.17701 
2996	叩	20625	10.86485 	99.17810 
2997	禽	20600	10.85169 	99.17918 
2998	懊	20550	10.82535 	99.18026 
2999	懈	20521	10.81007 	99.18134 
3000	蛟	20489	10.79321 	99.18242 
3001	亢	20459	10.77741 	99.18350 
3002	呸	20447	10.77109 	99.18458 
3003	芊	20334	10.71156 	99.18565 
3004	慑	20266	10.67574 	99.18672 
3005	跺	20222	10.65256 	99.18778 
3006	跄	20209	10.64571 	99.18885 
3007	蚀	20185	10.63307 	99.18991 
3008	栖	20169	10.62464 	99.19097 
3009	蔚	20152	10.61569 	99.19203 
3010	铲	20146	10.61253 	99.19310 
3011	坪	20132	10.60515 	99.19416 
3012	筝	20129	10.60357 	99.19522 
3013	顷	20103	10.58988 	99.19628 
3014	腮	20075	10.57513 	99.19733 
3015	踉	20003	10.53720 	99.19839 
3016	狰	19977	10.52350 	99.19944 
3017	踱	19897	10.48136 	99.20049 
3018	嗖	19887	10.47609 	99.20153 
3019	苑	19838	10.45028 	99.20258 
3020	秉	19831	10.44659 	99.20362 
3021	猿	19821	10.44132 	99.20467 
3022	堤	19816	10.43869 	99.20571 
3023	佟	19785	10.42236 	99.20675 
3024	悯	19771	10.41498 	99.20780 
3025	唠	19757	10.40761 	99.20884 
3026	憨	19728	10.39233 	99.20988 
3027	肘	19724	10.39023 	99.21092 
3028	拇	19655	10.35388 	99.21195 
3029	僚	19624	10.33755 	99.21298 
3030	霹	19613	10.33175 	99.21402 
3031	婕	19606	10.32807 	99.21505 
3032	禹	19590	10.31964 	99.21608 
3033	啃	19567	10.30752 	99.21711 
3034	匀	19505	10.27486 	99.21814 
3035	晖	19478	10.26064 	99.21917 
3036	怅	19456	10.24905 	99.22019 
3037	聋	19397	10.21797 	99.22121 
3038	拯	19388	10.21323 	99.22223 
3039	忿	19358	10.19742 	99.22325 
3040	韧	19327	10.18109 	99.22427 
3041	邹	19321	10.17793 	99.22529 
3042	梢	19244	10.13737 	99.22630 
3043	肋	19237	10.13368 	99.22732 
3044	窘	19223	10.12631 	99.22833 
3045	嵌	19221	10.12525 	99.22934 
3046	婪	19194	10.11103 	99.23035 
3047	辖	19178	10.10260 	99.23136 
3048	浦	19174	10.10050 	99.23237 
3049	炭	19147	10.08627 	99.23338 
3050	曦	19125	10.07468 	99.23439 
3051	簇	19096	10.05941 	99.23540 
3052	螺	19077	10.04940 	99.23640 
3053	酱	19063	10.04202 	99.23741 
3054	屯	19049	10.03465 	99.23841 
3055	悴	19029	10.02411 	99.23941 
3056	匡	18999	10.00831 	99.24041 
3057	冀	18988	10.00251 	99.24141 
3058	橙	18984	10.00041 	99.24241 
3059	倔	18984	10.00041 	99.24341 
3060	陕	18975	9.99567 	99.24441 
3061	筱	18974	9.99514 	99.24541 
3062	叱	18954	9.98460 	99.24641 
3063	髓	18935	9.97460 	99.24741 
3064	淳	18919	9.96617 	99.24840 
3065	矜	18885	9.94826 	99.24940 
3066	詹	18852	9.93087 	99.25039 
3067	菱	18846	9.92771 	99.25138 
3068	芷	18836	9.92244 	99.25238 
3069	惺	18833	9.92086 	99.25337 
3070	浊	18800	9.90348 	99.25436 
3071	囔	18778	9.89189 	99.25535 
3072	朔	18750	9.87714 	99.25634 
3073	憔	18746	9.87503 	99.25732 
3074	睫	18742	9.87293 	99.25831 
3075	睬	18741	9.87240 	99.25930 
3076	鸽	18712	9.85712 	99.26028 
3077	臀	18687	9.84395 	99.26127 
3078	吨	18670	9.83500 	99.26225 
3079	笙	18633	9.81551 	99.26323 
3080	戟	18632	9.81498 	99.26421 
3081	沼	18625	9.81129 	99.26520 
3082	谍	18611	9.80392 	99.26618 
3083	昕	18598	9.79707 	99.26716 
3084	蛊	18584	9.78970 	99.26814 
3085	煜	18582	9.78864 	99.26911 
3086	祀	18571	9.78285 	99.27009 
3087	罡	18553	9.77336 	99.27107 
3088	伶	18546	9.76968 	99.27205 
3089	荫	18542	9.76757 	99.27302 
3090	酥	18511	9.75124 	99.27400 
3091	懦	18464	9.72648 	99.27497 
3092	厄	18380	9.68223 	99.27594 
3093	峨	18374	9.67907 	99.27691 
3094	轴	18321	9.65115 	99.27787 
3095	伽	18295	9.63746 	99.27884 
3096	雳	18289	9.63429 	99.27980 
3097	卵	18272	9.62534 	99.28076 
3098	捶	18237	9.60690 	99.28172 
3099	檐	18211	9.59321 	99.28268 
3100	棘	18152	9.56213 	99.28364 
3101	嗣	18110	9.54000 	99.28459 
3102	钗	18040	9.50313 	99.28554 
3103	袜	18039	9.50260 	99.28649 
3104	妩	18020	9.49259 	99.28744 
3105	炕	18018	9.49154 	99.28839 
3106	偎	18007	9.48574 	99.28934 
3107	窦	17985	9.47415 	99.29029 
3108	蝎	17947	9.45414 	99.29123 
3109	溶	17932	9.44623 	99.29218 
3110	幺	17926	9.44307 	99.29312 
3111	膨	17894	9.42622 	99.29406 
3112	峙	17869	9.41305 	99.29501 
3113	缉	17853	9.40462 	99.29595 
3114	徊	17842	9.39882 	99.29689 
3115	呗	17817	9.38565 	99.29782 
3116	衅	17813	9.38355 	99.29876 
3117	砂	17805	9.37933 	99.29970 
3118	舵	17755	9.35299 	99.30064 
3119	昼	17728	9.33877 	99.30157 
3120	迸	17662	9.30400 	99.30250 
3121	斟	17602	9.27240 	99.30343 
3122	舆	17587	9.26449 	99.30435 
3123	椒	17541	9.24026 	99.30528 
3124	靓	17479	9.20760 	99.30620 
3125	旬	17475	9.20550 	99.30712 
3126	厘	17464	9.19970 	99.30804 
3127	窑	17450	9.19233 	99.30896 
3128	萎	17426	9.17968 	99.30988 
3129	涟	17410	9.17125 	99.31079 
3130	疙	17365	9.14755 	99.31171 
3131	芠	17349	9.13912 	99.31262 
3132	瘩	17347	9.13807 	99.31354 
3133	梵	17305	9.11594 	99.31445 
3134	靴	17283	9.10435 	99.31536 
3135	侥	17262	9.09329 	99.31627 
3136	匿	17242	9.08276 	99.31718 
3137	挚	17228	9.07538 	99.31808 
3138	镯	17202	9.06168 	99.31899 
3139	兑	17197	9.05905 	99.31990 
3140	尧	17147	9.03271 	99.32080 
3141	徘	17122	9.01954 	99.32170 
3142	芽	17121	9.01901 	99.32260 
3143	狙	17116	9.01638 	99.32350 
3144	闵	17114	9.01533 	99.32441 
3145	辫	17059	8.98635 	99.32530 
3146	瀑	17047	8.98003 	99.32620 
3147	嗷	17032	8.97213 	99.32710 
3148	庐	17027	8.96950 	99.32800 
3149	芯	17023	8.96739 	99.32889 
3150	禾	16993	8.95159 	99.32979 
3151	澎	16976	8.94263 	99.33068 
3152	邢	16955	8.93157 	99.33158 
3153	绊	16942	8.92472 	99.33247 
3154	蜘	16934	8.92051 	99.33336 
3155	憎	16932	8.91945 	99.33425 
3156	靡	16931	8.91893 	99.33514 
3157	褚	16900	8.90260 	99.33603 
3158	湛	16846	8.87415 	99.33692 
3159	蒲	16804	8.85203 	99.33781 
3160	嚓	16791	8.84518 	99.33869 
3161	珂	16769	8.83359 	99.33957 
3162	崽	16768	8.83306 	99.34046 
3163	贬	16755	8.82621 	99.34134 
3164	惮	16732	8.81410 	99.34222 
3165	婵	16719	8.80725 	99.34310 
3166	嗒	16686	8.78987 	99.34398 
3167	悸	16672	8.78249 	99.34486 
3168	晦	16662	8.77722 	99.34574 
3169	涅	16639	8.76511 	99.34661 
3170	恬	16632	8.76142 	99.34749 
3171	慷	16623	8.75668 	99.34837 
3172	穹	16599	8.74404 	99.34924 
3173	渣	16543	8.71454 	99.35011 
3174	屉	16514	8.69926 	99.35098 
3175	缭	16457	8.66923 	99.35185 
3176	绢	16444	8.66238 	99.35272 
3177	嬴	16436	8.65817 	99.35358 
3178	袱	16411	8.64500 	99.35445 
3179	黝	16397	8.63763 	99.35531 
3180	袅	16381	8.62920 	99.35617 
3181	淇	16379	8.62814 	99.35703 
3182	茄	16373	8.62498 	99.35790 
3183	寅	16337	8.60602 	99.35876 
3184	赦	16333	8.60391 	99.35962 
3185	悻	16292	8.58231 	99.36048 
3186	祟	16287	8.57968 	99.36133 
3187	榻	16283	8.57757 	99.36219 
3188	蛙	16283	8.57757 	99.36305 
3189	苇	16237	8.55334 	99.36391 
3190	嵩	16210	8.53912 	99.36476 
3191	茉	16199	8.53332 	99.36561 
3192	唰	16179	8.52279 	99.36646 
3193	咏	16144	8.50435 	99.36732 
3194	凿	16089	8.47538 	99.36816 
3195	粪	16072	8.46642 	99.36901 
3196	噪	16010	8.43376 	99.36985 
3197	菌	16008	8.43271 	99.37070 
3198	蝙	16004	8.43060 	99.37154 
3199	庶	15986	8.42112 	99.37238 
3200	邸	15950	8.40215 	99.37322 
3201	晟	15923	8.38793 	99.37406 
3202	禧	15854	8.35158 	99.37490 
3203	攒	15835	8.34157 	99.37573 
3204	旱	15826	8.33683 	99.37656 
3205	虔	15826	8.33683 	99.37740 
3206	琛	15726	8.28416 	99.37823 
3207	榴	15726	8.28416 	99.37905 
3208	漱	15713	8.27731 	99.37988 
3209	忑	15706	8.27362 	99.38071 
3210	匣	15699	8.26993 	99.38154 
3211	忐	15677	8.25834 	99.38236 
3212	谬	15676	8.25782 	99.38319 
3213	蟒	15665	8.25202 	99.38401 
3214	棱	15662	8.25044 	99.38484 
3215	钝	15645	8.24149 	99.38566 
3216	悚	15579	8.20672 	99.38648 
3217	廓	15567	8.20040 	99.38730 
3218	惘	15566	8.19987 	99.38812 
3219	漉	15539	8.18565 	99.38894 
3220	蟹	15529	8.18038 	99.38976 
3221	佬	15514	8.17248 	99.39058 
3222	曳	15503	8.16668 	99.39139 
3223	赎	15491	8.16036 	99.39221 
3224	壤	15483	8.15615 	99.39302 
3225	忡	15459	8.14350 	99.39384 
3226	倡	15456	8.14192 	99.39465 
3227	冶	15455	8.14140 	99.39547 
3228	姝	15426	8.12612 	99.39628 
3229	筠	15378	8.10084 	99.39709 
3230	竿	15347	8.08451 	99.39790 
3231	蜷	15341	8.08134 	99.39871 
3232	癌	15319	8.06976 	99.39951 
3233	嘈	15262	8.03973 	99.40032 
3234	蚕	15234	8.02498 	99.40112 
3235	剖	15232	8.02393 	99.40192 
3236	颁	15165	7.98863 	99.40272 
3237	缀	15121	7.96545 	99.40352 
3238	汀	15090	7.94912 	99.40431 
3239	谕	15061	7.93385 	99.40511 
3240	牡	15032	7.91857 	99.40590 
3241	斐	15019	7.91172 	99.40669 
3242	懵	15002	7.90277 	99.40748 
3243	皙	14920	7.85957 	99.40827 
3244	缪	14901	7.84956 	99.40905 
3245	蔷	14896	7.84693 	99.40984 
3246	诫	14892	7.84482 	99.41062 
3247	恤	14830	7.81216 	99.41140 
3248	咄	14825	7.80953 	99.41218 
3249	馒	14818	7.80584 	99.41296 
3250	矫	14800	7.79636 	99.41374 
3251	痞	14766	7.77845 	99.41452 
3252	橘	14755	7.77265 	99.41530 
3253	氧	14746	7.76791 	99.41607 
3254	贿	14729	7.75895 	99.41685 
3255	肮	14717	7.75263 	99.41763 
3256	瑾	14682	7.73420 	99.41840 
3257	璧	14608	7.69521 	99.41917 
3258	烙	14608	7.69521 	99.41994 
3259	攘	14580	7.68046 	99.42071 
3260	攥	14543	7.66097 	99.42147 
3261	汰	14511	7.64412 	99.42224 
3262	溺	14495	7.63569 	99.42300 
3263	铅	14443	7.60830 	99.42376 
3264	咔	14414	7.59302 	99.42452 
3265	芭	14409	7.59039 	99.42528 
3266	戎	14391	7.58090 	99.42604 
3267	褐	14390	7.58038 	99.42680 
3268	巩	14361	7.56510 	99.42755 
3269	吆	14326	7.54666 	99.42831 
3270	彰	14222	7.49188 	99.42906 
3271	漩	14215	7.48819 	99.42980 
3272	聆	14208	7.48450 	99.43055 
3273	蒜	14174	7.46659 	99.43130 
3274	棕	14156	7.45711 	99.43205 
3275	鹃	14136	7.44657 	99.43279 
3276	帜	14102	7.42866 	99.43353 
