的	dbui
喺	bkia
俻	brui
琲	bwee
琲	pwee
軰	bcie
碚	pseu
禙	bnoa
蛽	bcia
犕	bnue
愂	bxei
鉳	bjuo
昁	bqia
牬	bnue
苝	bcei
被	pnoa
偝	brui
偹	brui
梖	bmei
珼	bwee
鄁	bvie
欸	vqao
溾	vdoo
溾	wdoo
嗄	skia
厑	vceu
凒	vdoe
嵦	vsia
溰	ydoo
溰	vdoo
嘊	vkia
敱	vqia
敳	vwia
躷	vsui
癌	yboe
毐	vtei
昹	vqia
娾	vnau
硋	vseu
伌	vrui
塧	vtei
譪	vyoe
啀	vkia
濭	vdoo
濭	kdoo
叆	vvee
僾	vrui
壒	vtei
壒	ktei
賹	vbia
賹	ybia
餲	vsuo
餲	hsuo
鴱	vnei
皧	vbui
瞹	vmia
馤	jhue
晻	vqia
晻	yqia
罯	vzia
隌	vvai
唵	vkia
犴	hqua
豻	vzuo
豻	hzuo
堓	vtei
婩	vnau
婩	ynau
醠	vyei
骯	vgia
岇	vsia
昻	vqia
枊	vmei
肮	hvua
洝	vdoo
荌	vcei
貋	hzuo
儑	vrui
錌	vjuo
侒	vrui
峖	vsia
媕	vnau
萻	vcei
葊	vcei
痷	vboe
痷	yboe
腤	vvua
懓	vloo
薆	vcei
懝	vloo
譺	vyoe
譺	nyoe
譺	yyoe
鑀	vjuo
鱫	vvua
蓭	vcei
誝	vyoe
鞌	vgoo
菴	vcei
盦	vmuo
闇	vmae
馣	vhue
馣	yhue
鮟	vvua
盫	vruo
韽	vyuo
韽	yyuo
鶕	vyoe
玵	vwee
啽	vkia
雸	vveo
詙	byoe
軷	bcei
颰	bfua
钯	pjue
墢	btei
鼥	bsui
弝	bgae
垻	btei
炦	bhou
癹	pdao
胈	bvua
釛	hjuo
哵	bkia
紦	bjaa
羓	byou
蚆	bcia
蚆	pcia
釟	bjuo
豝	bseu
鲃	bvua
魞	bvua
叐	byue
犮	byeu
抜	bfei
坺	btei
妭	bnau
罢	pzia
跁	bzia
跁	pzia
欛	bmei
挀	bfei
覇	bxei
矲	psue
矲	bsue
竡	bloe
粨	bmou
粨	mmou
絔	bjaa
栢	bmei
庍	bgoe
拝	bfei
襬	bnoa
滶	vdoo
獓	vqua
璈	vwee
蔜	vcei
磝	vseu
嗸	vkee
嶅	vsee
厫	vceu
隞	vvai
垇	vtei
柪	vmei
柪	nmei
軪	vcei
爊	vhou
摮	vsee
翶	vvui
謷	vyee
翺	vvui
鰲	vvee
鷔	vnee
抝	vfei
抝	nfei
芺	vcei
芺	tcei
扷	vfei
岰	vsia
岰	ysia
镺	vzei
拗	yfei
奡	vheu
嫯	vnee
慠	vloo
澚	vdoo
墺	vtei
擙	vfei
謸	vyoe
仈	brui
朳	bmei
玐	bwee
夿	bdeu
夿	pdeu
毚	cdua
鄽	cvoe
緾	cjaa
磛	csei
潹	cdoo
煘	chou
煘	qhou
蝊	dcia
誗	cyoe
鋋	cjuo
儃	crui
儃	srui
棎	cmei
湹	cdoo
鋓	cjuo
幨	cjia
幨	djia
襜	cnoa
僝	crui
僝	zrui
獑	cqua
剷	cloe
嵼	csia
摌	cfei
鑱	cjuo
镵	cjue
艬	czuu
刬	clee
旵	cqia
丳	ckia
浐	cdoo
瀍	cdoo
茝	ccei
纒	cjaa
儳	crui
劖	clua
繵	djaa
繵	cjaa
酁	cvua
嚵	ckia
壥	ctei
巉	csia
瀺	cdoo
欃	cmei
裧	tnoa
裧	cnoa
喍	ckia
梴	cmei
囆	ckia
辿	clia
觇	zjie
勑	cleu
勑	lleu
袃	cyea
犲	cqua
祡	csie
剎	cluo
剎	sluo
紁	cjaa
靫	cgei
嵖	csia
詧	cyua
褨	snoa
蹅	czia
奼	cnau
侘	crui
銟	cjuo
鎈	cjuo
艖	czuu
疀	czaa
査	cmei
査	zmei
秅	chue
秅	nhue
垞	ctei
鏪	cjuo
愺	cloo
懆	cloo
騲	cmei
肏	cruo
鄵	cvia
襙	cnoa
鼜	gcei
鼜	qcei
拺	cfei
拺	sfei
荝	ccei
敇	cwei
畟	ctia
厠	cceu
笧	spue
粣	smou
粣	cmou
萗	ccei
肞	cvua
臿	cjue
挿	cfei
訍	cyoe
偛	crui
嗏	ckia
揷	zfei
馇	zsua
硛	jseu
硳	cseu
岾	csia
猠	cqua
乽	czei
扠	cfei
扱	xfei
芆	ccei
笒	cpue
笒	jpue
梣	cmei
嶒	csia
竲	cloe
驓	cmei
驓	zmei
萴	zcei
萴	ccei
筞	cpue
筴	cpue
筴	jpue
蓛	ccei
墄	ctei
箣	cpue
憡	cloo
簎	jpue
簎	zpue
嵾	csia
膥	cvee
朁	cqea
噆	ckia
噆	zkia
憯	cloo
穇	chue
穇	shue
儏	crui
澯	cdoo
薒	ccei
謲	cyoe
爘	chou
仺	cruo
叅	csao
喰	ckia
湌	cdoo
傪	crui
嬠	cnau
縩	cjaa
乲	czoe
叄	ssao
飡	cdoe
蚕	tcee
蝅	ccee
慙	cxei
蓸	ccei
褿	cnoa
曺	cqei
嶆	csia
欌	cmei
鑶	cjuo
賶	cbia
撡	cfei
濸	cdoo
匨	zkea
蔵	zcei
蠺	ccee
鸧	cnuo
鸧	qnuo
凔	cdoe
嵢	csia
獊	cqua
螥	ccia
罉	cfue
厂	hheu
塲	ctei
惝	tloo
鋹	cjuo
玚	ywee
玚	cwee
僘	crui
厰	cceu
厰	vceu
欩	cqau
弨	cgae
焯	chou
訬	cyoe
訬	myoe
畼	ctia
誯	cyoe
韔	cwai
觘	cjua
謿	cyoe
伡	crui
伡	jrui
眧	cmia
煼	chou
麨	cmei
巐	csia
仦	crui
仯	mrui
樔	cmei
巣	cxoo
窲	lxoo
窲	cxoo
罺	czia
轈	ccei
鄛	cvaa
鼌	cqia
漅	cdoo
漅	jdoo
繛	cvee
牊	spui
晁	zqia
繟	cjaa
醦	cyei
譂	cyoe
産	cwoe
幝	cjia
硟	cseu
摲	sfei
懴	cloo
閳	cmia
燀	chou
簅	cpue
灛	cdoo
讇	cyoe
忏	qloo
韂	cgei
晿	cqia
椙	cmei
琩	cwee
裮	cnoa
锠	cjue
鼚	ctei
淐	cdoo
仧	crie
兏	cceu
瓺	czei
甞	cxio
瑺	cwee
膓	cvua
鋿	cjuo
蟐	ccia
鲿	cvua
鏛	cjuo
敐	cweu
阷	cvai
泟	cdoo
虰	dcia
爯	czuo
棦	cmei
浾	cdoo
偁	crui
齓	ccie
儭	crui
嚫	ckia
疢	cboe
趂	czei
趂	zzei
墋	ctei
夦	cqei
訦	cyoe
踸	czia
贂	cbia
牚	cxio
琤	cwee
赪	ccei
憆	cloo
摚	tfei
靗	cqee
緽	cjaa
橕	cmei
頳	ccei
竀	cxoo
穪	chue
郕	cveu
乗	cpue
娍	cnau
宬	cgoo
峸	csia
洆	cdoo
荿	ccei
朾	tmei
朾	zmei
鏳	cjuo
鏿	cjuo
饓	csuo
唓	ckia
莗	ccei
偖	crui
撦	cfei
奲	ddeu
奲	cdeu
迠	clie
烢	chou
烢	zhou
烲	xhei
聅	cvei
硩	csei
頙	cyei
勶	cluu
瞮	cmia
爡	chou
撤	zfei
俥	crui
俥	jrui
綝	ljaa
綝	cjaa
瞋	cmia
諃	cyoe
賝	cbia
謓	cyoe
謓	zyoe
抻	sfei
棽	smei
棽	cmei
沉	sdoo
烥	chou
莀	ncei
莐	ccei
蛼	ccia
迧	clia
茞	ccei
軙	ccei
愖	cloo
揨	cfei
鈂	cjuo
鈂	qjuo
煁	chou
煁	shou
蔯	ccei
樄	cmei
瘎	sboe
霃	cveo
螴	ccai
薼	ccei
麎	cloe
曟	cqia
鷐	cnia
趻	czia
硶	cseu
栦	cmei
埫	ctei
篘	cpue
犨	cnui
犫	cnui
紬	cjaa
搊	cfei
搊	zfei
絒	cjaa
菗	ccei
椆	cmei
裯	cnoa
裯	dnoa
詶	zyoe
詶	cyoe
酧	cyei
皗	cbui
雔	czui
嬦	cnau
樗	smei
貙	czuo
齣	ccie
岀	csia
矁	cmia
魗	cgei
臰	xzui
遚	clui
殠	cdeu
殠	xdeu
讐	cyui
懤	cloo
薵	ccei
薵	zcei
燽	chou
醻	cyei
丒	chau
吜	ckia
杽	cmei
侴	cruo
偢	qrui
偢	crui
浺	cdoo
珫	cwee
翀	cvao
沖	cdoo
嘃	ckia
摏	cfei
徸	ccuu
憃	cxee
罿	tzia
罿	czia
艟	tzuu
蹖	czia
虫	hsia
爞	chou
爞	thou
揰	cfei
揰	dfei
崈	csoo
隀	cvai
漴	zdoo
褈	cnoa
緟	cjaa
緟	zjaa
蝩	ccia
蝩	zcia
痸	cboe
腟	cvua
跮	dzia
跮	czia
鉓	cjuo
雴	lveo
憏	cloo
翤	cvia
遫	clei
遫	slei
銐	cjeu
慗	cxei
翨	cvao
翨	svao
懘	cxoo
糦	xmou
趩	czei
饎	csuo
饎	xsuo
鶒	cnei
鷘	cnei
抶	cfei
迣	llei
迣	zlei
勅	clei
恜	cloo
翄	cvao
灻	ctei
烾	ctou
痓	cboe
啻	tkoe
湁	cdoo
湁	sdoo
秤	phue
瓻	cwuo
鸱	znua
吃	jkia
粚	cmou
喫	ckia
訵	cyoe
絺	cjaa
噄	kkia
瞝	cmia
誺	cyoe
誺	lyoe
庱	cgoe
睈	cmia
騬	cmei
侱	trui
徎	ccuu
悜	cloo
彨	cpei
胵	cvua
胵	zvua
妛	cnai
杘	csae
侙	crui
畻	ctia
檙	cmei
鯎	cvua
瀓	cdoo
鋮	cjuo
憕	cloo
澂	cdoo
澂	ddoo
塖	ctei
溗	sdoo
碀	cseu
堘	ctei
筬	cpue
絾	cjaa
椉	cwoe
椉	swoe
挰	cfei
珹	cwee
脀	cvai
脀	zvai
掁	cfei
珵	cwee
窚	cxoo
脭	cvua
摛	cfei
齝	ccie
攡	lfei
攡	cfei
麶	cmei
彲	cpei
黐	chue
弛	sgae
鵄	cnea
岻	csia
泜	cdoo
泜	ddoo
泜	zdoo
淔	cdoo
耛	clee
耛	ylee
蚳	ccia
赿	dzei
筂	cpue
貾	cbia
遅	clae
趍	qzei
趍	czei
遟	zlae
竾	cpue
荎	ccei
荎	qcei
俿	hrui
歭	cnie
歭	snie
歭	znie
卶	cvua
欼	cqao
歯	cnie
袲	nwoe
袲	ywoe
裭	cnoa
鉹	cjuo
蚇	ccia
袳	qnoa
豉	sdei
垑	ctei
拸	cfei
胣	cvua
胣	yvua
坘	dtei
漦	csee
漦	lsee
漦	tsee
謘	cyoe
叺	ckia
呎	ckia
呎	ykia
肔	cvua
橁	xmei
輴	ccei
櫄	cmei
鰆	cvua
鶞	cnuu
纯	zjaa
箠	cpue
陙	cvai
脣	cveu
湻	cdoo
犉	rnue
滣	cdoo
蒓	ccei
浱	cdoo
漘	cdoo
醕	cyei
錞	djuo
錞	cjuo
鯙	cvua
辵	cpuu
娕	lnau
娕	cnau
娖	cnau
惙	cloo
涰	cdoo
腄	cvua
腄	zvua
腄	hvua
鎚	cjuo
顀	czui
旾	cqea
杶	cmei
槆	xmei
瑃	cwee
箺	cpue
萅	cqei
堾	ctei
媋	cnau
暙	cqia
窻	cxoo
菙	ccei
搥	cfei
倕	crui
埀	cvue
桘	cmei
刱	cvee
剏	cbou
剙	cbou
龡	yquo
窓	cxoo
堲	jtae
辝	cxao
甆	cwou
鈶	sjuo
鈶	yjuo
佌	crui
泚	cdoo
皉	cbui
跐	czia
朿	chei
辤	cxuo
飺	csie
餈	csoe
嬨	cnau
濨	cdoo
薋	zcei
薋	ccei
鴜	cnie
礠	cseu
蠀	jcia
蠀	zcia
踔	zzia
酫	cyei
擉	cfei
磭	cseu
歠	cqao
嚽	ckia
逴	clie
腏	cvua
腏	dvua
腏	zvua
偆	crui
萶	ccei
惷	cxee
睶	cmia
賰	cbia
賰	sbia
踳	czia
呲	zkia
玼	cwee
趠	czei
鑡	cjuo
齱	ccie
齱	zcie
呲	ykia
趀	czei
偨	crui
縒	cjaa
骴	cgia
骴	zgia
珁	cwee
垐	ctoe
柌	cmei
膗	cvua
剶	claa
瑏	cwee
舡	gzuu
舩	czuu
圌	tkia
圌	ckia
猭	yqua
猭	cqua
橻	cmei
斶	cjuu
歜	cqia
臅	cvua
拀	cfei
傗	crui
琡	cwee
鄐	cvoe
滀	cdoo
滀	xdoo
荈	ccei
歂	cqia
暷	cqia
篅	cpue
篅	dpue
輲	ccei
玔	cwee
僢	crui
汌	cdoo
賗	cbia
鶨	dnaa
鶨	znaa
刅	cdau
牎	cpui
摐	cfei
牕	cpui
牀	czai
噇	ckia
傸	qrui
傸	crui
漺	sdoo
漺	cdoo
磢	cseu
磢	qseu
濋	cdoo
禇	cnoa
椘	cmei
処	cwua
竌	cloe
檚	cmei
璴	cwee
齭	ccie
齼	ccie
豖	cheu
欪	cqai
竐	cloe
俶	crui
俶	trui
敊	cqie
埱	ctei
埱	stei
珿	cwee
触	hjua
踀	czia
閦	cmia
儊	crui
嘼	skia
諔	zyoe
諔	cyoe
鶵	cnua
幮	cjia
櫉	cmei
蟵	ccia
犓	cnue
蕏	zcei
篨	cpue
蒢	ccei
豠	cseu
摴	cfei
摴	sfei
趎	czei
鉏	jjuo
鉏	cjuo
榋	cmei
耡	clee
蒭	ccei
葓	hcei
鈜	hjuo
霟	hveo
閧	hmia
撔	hfei
澋	hdoo
澒	hdoo
銾	gjuo
闀	xmia
闂	hmia
渱	gdoo
渱	hdoo
竤	hloe
粠	hmou
翃	hveu
耾	hvei
硔	hseu
紭	hjaa
谹	hbuo
綋	hjaa
翝	hvoo
谼	hbuo
潂	hdoo
鉷	hjuo
鞃	hgei
魟	hvua
篊	hpue
鋐	hjuo
彋	hgae
浤	hdoo
竑	hloe
宖	hgoo
吰	hkia
玜	hwee
苰	hcei
垬	htei
娂	hnau
輷	hcei
嚝	hkia
鍧	hjuo
妅	hnau
鵆	hcuu
仜	hrui
汯	hdoo
玒	hwee
纮	hjaa
睺	hmia
銗	xjuo
銗	hjuo
帿	hjia
矦	hdua
霐	wveo
晎	hqia
齁	hbui
齁	kbui
鍭	hjuo
郈	hvuu
洉	hdoo
垕	htuu
翭	hvao
葔	hcei
吽	vkia
吽	hkia
犼	hqua
轷	hcea
匫	hkeu
垀	htei
淴	hdoo
虖	hhie
雐	hhie
幠	hjia
歑	hqie
膴	wvua
膴	hvua
謼	hyoe
謼	xyoe
豞	hseu
匢	hkeu
昒	hqia
曶	hqua
泘	hdoo
苸	hcei
恗	kloo
鲘	hvua
逅	gluu
鄇	hrui
楁	hmei
毼	hmia
詥	hyoe
貈	hzuo
貉	mzuo
蚵	hcia
龁	hcie
惒	hxue
粭	hmou
訸	hyoe
啝	hkia
渮	gdoo
渮	hdoo
秴	hhue
菏	gcei
柇	hmei
狢	mqua
盇	hmeu
籺	hmou
籺	xmou
郃	gvuo
郃	hvuo
峆	hsia
饸	hsua
哬	hkia
敆	gquo
盉	hhue
姀	hnau
螛	xcia
螛	hcia
鹖	hnia
麧	hmei
麧	gmei
澕	hdoo
鉌	hjuo
萂	hcei
蚵	vcia
鲄	hvua
鲄	gvua
熆	hhou
袔	knoa
袔	hnoa
隺	hgoa
寉	hgoo
焃	hhou
湼	ndoo
礉	hseu
礉	qseu
鞨	hgei
皬	hbui
鑉	hjuo
鑉	gjuo
龢	hhuo
佫	hrui
垎	htei
潶	hdoo
嬒	wnau
拫	hfei
癋	hboe
燺	hhou
爀	hhou
翯	hvao
鞎	hgei
佷	hrui
詪	hyoe
亨	pwoe
篕	hpue
覈	hxei
嗃	hkia
嗃	xkia
煂	hhou
碋	hseu
熇	hhou
齃	gbui
齃	vbui
齃	hbui
靍	hveo
靎	hveo
鸖	hneo
靏	hveo
黒	hlia
黑	lsia
烆	hhou
烆	xhou
悙	hloo
涥	hdoo
脝	hvua
姮	hnau
恆	hloo
胻	hvua
胻	xvua
鸻	hnuu
亨	xwoe
鑅	rjuo
鑅	hjuo
啈	hkia
堼	ftei
囍	xtei
乊	hpuo
乥	hpuo
叿	hkia
灴	hhou
軣	hcei
揈	hfei
渹	hdoo
焢	hhou
硡	hseu
谾	lbuo
谾	hbuo
蜭	hcia
暵	hqia
熯	hhou
銲	hjuo
鋎	hjuo
釬	hjuo
馯	hmei
撖	qfei
皔	hbui
睅	hmia
傼	hrui
蛿	hcia
琀	hwee
垾	htei
浫	hdoo
闬	hmoi
晘	hqia
涆	hdoo
猂	hqua
莟	hcei
晥	wqia
晥	hqia
淊	hdoo
淊	ydoo
薧	kcei
竓	hloe
茠	xcei
茠	hcei
蚢	hcia
笐	hpue
笐	gpue
垳	htei
貥	kbia
貥	hbia
筕	hpue
魧	hvua
魧	gvua
妔	knau
苀	hcei
迒	hloe
斻	hfoe
蘫	lcei
鶾	hnei
螒	hcei
顄	hyai
駻	hmei
譀	hyoe
雗	hzei
抲	hfei
欱	xquo
欱	hquo
呵	vkia
咊	hkia
蠚	hcei
鰝	hvua
兞	mmei
兞	kmei
暤	hqia
暭	hqia
澔	hdoo
皜	hbui
皞	hbui
皡	hbui
薃	hcei
皥	hbui
蚝	ccia
椃	hmei
嘷	hkia
獋	hqua
儫	hrui
曍	hqia
籇	hpue
獆	hqua
噑	hkia
厈	hceu
譹	hyoe
昦	hqia
秏	mhue
秏	hhue
哠	hkia
恏	hxau
悎	hloo
滈	hdoo
聕	hvei
晧	hqia
淏	hdoo
傐	hrui
嵅	gsia
嵅	qsia
梒	hmei
咁	qkia
咁	gkia
肣	hvua
肣	qvua
凾	hkai
虷	gcia
唅	hkia
圅	hzao
娢	hnau
浛	hdoo
崡	hsia
蔊	hcei
豃	hwuo
豃	gwuo
鬫	kdee
鬫	hdee
屽	hsia
扞	hfei
扞	gfei
甝	hhie
筨	hpue
爳	hzuo
蜬	hcia
蜬	gcia
澏	hdoo
鋡	hjuo
胲	gvua
烸	hhou
塰	htoo
酼	hyei
咍	hkia
嗐	hkia
餀	hsuo
骇	xmaa
哻	hkia
駴	hmei
駴	xmei
嚡	hkia
饚	hsuo
乤	hzei
兯	jbou
佄	hrui
馠	hhue
魽	hvua
嫨	hnau
嫨	rnau
谽	hbuo
铪	jjue
腂	gvua
妎	hnau
妎	xnau
丷	bdou
哈	xkia
鐹	gjuo
輠	gcei
粿	gmou
綶	gjaa
慖	gloo
漍	gdoo
聝	gvei
蔮	kcei
蔮	gcei
菓	gcei
馃	gsua
惈	gloo
淉	gdoo
褁	gqia
褁	zqia
楇	gmei
鈛	gjuo
啯	gkia
棞	kmei
棞	hmei
睔	gmia
睔	hmia
睴	gmia
璭	gwee
謴	gyoe
呙	kkia
腘	gvua
圀	gkia
囯	gkia
囶	gkia
囻	gkia
彍	ggae
墎	gtei
瘑	gboe
嘓	gkia
彉	kgae
彉	ggae
濄	gdoo
峠	gsia
夃	gyau
扢	gfei
羖	gyou
逧	gluo
傦	grui
啒	hkia
淈	qdoo
淈	gdoo
脵	gvua
鈲	gjuo
箛	gpue
嫴	gnau
篐	gpue
橭	kmei
橭	gmei
鮕	gvua
榾	gmei
煹	ghou
鼔	gqei
蛌	gcia
尳	gyeu
愲	gloo
焸	ghia
焸	xhia
硲	gseu
馉	gsua
榖	gsei
皷	gpei
縎	gjaa
糓	gsei
薣	gcei
濲	gdoo
褠	gnoa
玽	gwee
耇	gkei
耉	gkei
耈	gkei
蚼	gcia
豿	gzuo
坸	gtei
姤	gnau
茩	gcei
冓	ghee
鈎	gjuo
簼	gpue
汞	hgei
佝	hrui
佝	krui
袧	knoa
袧	gnoa
撀	gsei
雊	gzua
訽	gyoe
搆	gfei
笟	gpue
蓇	gcei
軱	gcei
唂	gkia
唃	gkia
罛	gzia
泒	gdoo
柧	gmei
柧	jmei
愅	gloo
臵	gkea
敋	gwua
滆	gdoo
滆	hdoo
觡	gjua
裓	gnoa
蛒	lcia
鞈	jgei
韐	gwai
韚	gwai
轕	gcei
鞷	ggei
騔	gmei
騔	jmei
鰪	vvua
哿	klau
槅	gmei
諽	gyoe
輵	gcei
鮯	gvua
櫊	gmei
箇	gpue
獦	gqua
揯	gfei
搄	gfei
更	jhei
畊	gtia
浭	gdoo
耕	jlee
鹒	gnoe
緪	gjaa
縆	gjaa
羮	gyou
掶	jfei
菮	gcei
椩	gmei
焿	ghou
絚	gjaa
糼	gjaa
杛	gmei
厷	gseu
堩	gtei
啹	jkia
喼	jkia
嗰	gkia
骾	ggia
莄	gcei
郠	gvei
峺	gsia
挭	gfei
刯	glei
輁	gcei
輁	qcei
唝	gkia
唝	hkia
拲	gsei
栱	gmei
羾	hvao
羾	gvao
慐	gxei
熕	ghou
贑	gloe
兝	fsei
兝	ksei
兣	lsei
兣	ksei
躳	gsui
匔	gbua
碽	gseu
篢	gpue
篢	lpue
髸	gbei
觵	gjua
龏	gloe
匑	gbua
塨	gtei
幊	gjia
愩	gloo
鱹	gvua
広	ggoe
臩	ghei
俇	krui
俇	grui
臦	ghei
臦	whei
撗	kfei
撗	hfei
邽	gvei
帰	gjou
珪	gwee
胿	gvua
亀	gdua
硅	xseu
硅	hseu
窐	wxoo
窐	gxoo
袿	gnoa
郌	gtei
嫢	gnee
摫	gfei
庋	jgoe
佹	grui
鬶	gvee
騩	kmei
騩	tmei
瓌	gwee
鬹	gvee
櫷	gmei
氿	jdoo
氿	gdoo
陒	gvai
垝	gtei
姽	gnau
恑	wloo
椝	gmee
茥	gcei
茥	kcei
巂	gsia
巂	ssia
巂	xsia
嬀	gnau
嶲	xsia
嶲	ssia
槻	gmei
槼	gmee
璝	gwee
瞡	gmia
瞡	jmia
膭	gvua
蔉	gcei
鮌	gvua
緷	yjaa
緷	gjaa
辊	hcea
蓘	gcei
裷	ynoa
鳜	jvua
鞼	ggei
惃	kloo
鱥	gvua
瞆	gmia
溎	gdoo
蓕	gcei
襘	hnoa
襘	gnoa
攱	lloe
椢	gmei
筀	gpue
撌	kfei
槶	gmei
槶	kmei
瞶	kmia
瞶	gmia
禬	gnoa
禬	hnoa
簂	gpue
厬	gceu
蟡	gcia
刽	kluo
攰	glei
昋	gqee
湀	kdoo
湀	gdoo
蛫	gcia
觤	gjua
庪	ggoe
祪	gnoa
稒	ghue
刮	ksue
苽	gcei
歄	gqia
焻	chou
煱	ghou
颪	gfei
趏	gzei
劀	glao
緺	gjaa
銽	gjuo
颳	gfua
棝	gmei
祻	gnoa
頋	gyeu
僱	grui
怘	gxei
瀔	gdoo
盬	gmei
堌	gtei
崓	gsia
凅	gdoe
騧	gmei
冎	gsia
叧	gkia
呱	wkia
啩	gkia
坬	gtei
罣	gzia
絓	gjaa
罫	gzia
恠	gloo
覌	gyao
枴	gmei
柺	gmei
箉	dpue
夬	jdae
夬	gdae
叏	gyae
烡	ghou
珖	gwee
鑵	gjuo
硄	gseu
僙	grui
輄	gcei
銧	gjuo
黆	gcei
欟	gmei
垙	gtei
姯	gnau
洸	hdoo
洸	gdoo
茪	gcei
灮	ghou
侊	grui
炗	ghei
炚	gqia
炛	ghou
鱞	gvua
潅	gdoo
遦	glaa
樌	gmei
爟	ghou
瓘	gwee
矔	gmia
礶	gseu
罆	gfue
雚	gcei
鏆	gjuo
悹	gxoo
祼	lnoa
祼	gnoa
琯	gwee
痯	gboe
筦	gpue
蒄	gcei
窤	gxoo
関	gmia
瘝	gboe
癏	gboe
観	gjue
闗	wmia
萖	gcei
泴	gsia
悺	gloo
輨	gcei
舘	gruo
錧	gjuo
躀	gzia
鳤	gvua
卝	ksie
卝	gsie
毌	gzaa
丱	gzau
忶	hloo
鍃	hjuo
騞	hmei
佸	hrui
慁	hxia
觨	hjua
焝	hhou
吙	hkia
吙	xkia
邩	hhou
秮	thue
秮	hhue
秳	hhue
沎	hdoo
漷	hdoo
漷	kdoo
咟	hkia
俰	hrui
捇	hfei
眓	hmia
惛	hloo
涽	hdoo
昬	hqae
孈	snau
孈	hnau
鐬	hjuo
靧	hbeu
韢	hwai
譿	hyoe
顪	syie
顪	hyie
惽	hloo
惽	mloo
棔	hmei
殙	hdeu
睧	hmia
睯	hmae
俒	hrui
倱	hrui
圂	hkia
掍	gfei
混	gdoo
繉	hjaa
轋	hcei
鼲	hsui
櫘	hmei
譓	hyoe
儶	jrui
譮	hyoe
鏸	hjuo
璯	hwee
璯	kwee
篲	hpue
藱	hcei
餯	hsuo
嚖	hkia
懳	hloo
瞺	hmia
徻	wcuu
橞	hmei
獩	hqua
獩	wqua
璤	hwee
薉	wcei
薉	hcei
檅	smei
檅	hmei
翙	hvia
阓	hmoi
匯	hkeo
彚	hxae
湏	xdoo
湏	hdoo
絵	hjaa
圚	hkia
寭	hgoo
憓	hloo
暳	hqia
槥	hmei
潓	hdoo
滙	hdoo
詯	hyoe
僡	hrui
嘒	hkia
瘣	lboe
瘣	hboe
蔧	hcei
咴	kkia
拻	hfei
袆	hnoa
洃	hdoo
炾	hhou
炾	phou
宺	hgoo
晄	hqia
奛	hdeu
灳	hbua
愰	hloo
詤	hyoe
熀	yhou
熀	hhou
縨	hjaa
櫎	hmei
皩	hbui
兤	hxio
滉	hdoo
榥	hmei
曂	hqia
皝	hbui
鎤	hjuo
趪	hzei
韹	hyoe
鐄	hjuo
騜	hmei
餭	hsuo
鱑	hvua
鷬	hnei
怳	hloo
艎	hzuu
穔	hhue
諻	hyoe
葟	hcei
揘	hfei
揘	yfei
喤	hkia
堭	htei
媓	hnau
崲	hsia
楻	hmei
瑝	hwee
墴	htei
獚	hqua
锽	hjue
熿	hhou
泋	hdoo
芔	hcai
烪	hhou
恵	hcei
桧	kmei
蛕	hcia
蜖	hcia
鮰	hvua
迴	hlia
烠	hhou
蚘	hcia
蚘	ycia
逥	hlia
痐	hboe
屷	hsia
螝	xcia
螝	hcia
毇	hsui
檓	hmei
燬	hhou
譭	hyoe
瀈	hdoo
鰴	hvuu
囘	hkia
囬	hkia
佪	hrui
廻	hlia
廽	hlia
恛	hloo
翚	hvao
禈	hnoa
禈	knoa
噕	hkuo
撝	hfei
豗	hseu
婎	hnau
媈	hnau
隓	dvai
隓	hvai
烣	hhou
楎	hmei
煇	hhou
幑	hcuu
睳	hmia
鲩	wvua
瑍	hwee
槵	hmei
梙	hmei
喛	hkia
嵈	hsia
愌	hloo
澣	hdoo
瞣	hmia
藧	hcei
衁	hxoe
朚	mwoe
塃	htei
鯶	hvua
鰀	hvua
巟	hwoe
偟	hrui
澴	hdoo
豲	hseu
瓛	hwee
睆	hmia
轘	hcei
镮	hjue
鹮	hnia
糫	hmou
肒	hvua
輐	wcei
輐	hcei
烉	hhua
浣	wdoo
蘾	hcei
攌	hfei
阛	hmoi
萈	hcei
萑	zcei
狟	hqua
荁	hcei
堚	htei
寏	hgoo
絙	gjaa
雈	hcie
綄	hjaa
綄	wjaa
羦	hyou
貆	hzuo
郇	xvua
峘	hsia
貛	hzuo
讙	hyoe
驩	hmei
还	xleu
欥	yqia
歓	hque
鴅	hnua
懁	jloo
懁	xloo
懁	hloo
鵍	hnoo
酄	hvei
嚾	hkia
懽	hloo
懐	hloo
褱	hwoe
褢	hwoe
坏	ptei
咶	hkia
壊	htei
瀤	hdoo
瀤	wdoo
櫰	hmei
耲	hlee
蘹	hcei
嬅	hnau
畵	hxae
觟	hjua
摦	hfei
槬	hmei
澅	hdoo
諙	hyoe
諣	hyoe
黊	htei
繣	hjaa
舙	hsue
蘳	hcei
蘳	tcei
粐	hmou
婟	hnau
蔰	hcei
槴	hmei
熩	hhou
鳸	hhoa
簄	hpue
鍙	hjoo
嚛	hkia
芲	hcei
埖	htei
婲	hnae
椛	hmei
硴	hseu
糀	hmou
誮	hyoe
錵	hjuo
蘤	wcei
蘤	hcei
沍	hdoo
昈	hqia
枑	hmei
綔	hdeu
鄠	hveo
嫭	hnau
嫮	hnau
摢	hfei
鷨	hnei
滑	gdoo
婳	hnau
崋	hsia
话	lyoa
杹	hmei
姡	knau
姡	hnau
鳠	hvua
